full_name,repo_url,owner_repo,stars,forks
tesi-magistrale,https://github.com/visika/tesi-magistrale,visika/tesi-magistrale,1,0
polaritonic_index,https://github.com/luciacasc/polaritonic_index,luciacasc/polaritonic_index,1,0
openad-service-prop,https://github.com/acceleratedscience/openad-service-prop,acceleratedscience/openad-service-prop,1,1
membrane-toolkit,https://github.com/rkingsbury/membrane-toolkit,rkingsbury/membrane-toolkit,1,0
CrystalDiffusion,https://github.com/PhysiLearn/CrystalDiffusion,PhysiLearn/CrystalDiffusion,1,0
qe-input,https://github.com/epatyukova/qe-input,epatyukova/qe-input,1,0
MLFeatures4Materials,https://github.com/TimoSommer/MLFeatures4Materials,TimoSommer/MLFeatures4Materials,1,0
eNRRCrew,https://github.com/nkuhuxu/eNRRCrew,nkuhuxu/eNRRCrew,1,0
Material-discovery,https://github.com/suho6347/Material-discovery,suho6347/Material-discovery,1,1
xrd_match,https://github.com/egonik-unlp/xrd_match,egonik-unlp/xrd_match,1,0
abacus-magnetic,https://github.com/kirk0830/abacus-magnetic,kirk0830/abacus-magnetic,1,0
longSeqRec,https://github.com/fatakWang/longSeqRec,fatakWang/longSeqRec,1,0
softcake,https://github.com/jiangtianyu2009/softcake,jiangtianyu2009/softcake,1,0
materialsweb,https://github.com/JasonGibsonUfl/materialsweb,JasonGibsonUfl/materialsweb,1,0
ADSEC,https://github.com/drop-ener/ADSEC,drop-ener/ADSEC,1,1
geo_angle_distance,https://github.com/alekseyevich180/geo_angle_distance,alekseyevich180/geo_angle_distance,1,0
MatFeaLib,https://github.com/MatFeaLib/MatFeaLib,MatFeaLib/MatFeaLib,1,0
model_double_perovskite_gap,https://github.com/uw-cmg/model_double_perovskite_gap,uw-cmg/model_double_perovskite_gap,1,0
CIFretriver,https://github.com/AlexiLJ/CIFretriver,AlexiLJ/CIFretriver,1,0
unconvbench,https://github.com/howardwang1997/unconvbench,howardwang1997/unconvbench,1,0
piml_glass_forming_ability,https://github.com/CitrineInformatics-ERD-public/piml_glass_forming_ability,CitrineInformatics-ERD-public/piml_glass_forming_ability,1,0
GB-CGCNN,https://github.com/CNMD-POSTECH/GB-CGCNN,CNMD-POSTECH/GB-CGCNN,1,0
materials-modelling,https://github.com/polbeni/materials-modelling,polbeni/materials-modelling,1,0
model_bandgap,https://github.com/uw-cmg/model_bandgap,uw-cmg/model_bandgap,1,0
NLP_LLM_RAGAgent_PromptEngineering,https://github.com/hasanjawad001/NLP_LLM_RAGAgent_PromptEngineering,hasanjawad001/NLP_LLM_RAGAgent_PromptEngineering,1,0
crystallite_size_calculator,https://github.com/bafgreat/crystallite_size_calculator,bafgreat/crystallite_size_calculator,1,0
bandgap-predictor,https://github.com/carloscastau/bandgap-predictor,carloscastau/bandgap-predictor,1,0
VASPsol_python,https://github.com/ericfonseca95/VASPsol_python,ericfonseca95/VASPsol_python,1,0
Traffic-ai,https://github.com/Aral-Tech/Traffic-ai,Aral-Tech/Traffic-ai,1,0
Make_QE_file,https://github.com/souno1218/Make_QE_file,souno1218/Make_QE_file,1,1
xsorb,https://github.com/Enry99/xsorb,Enry99/xsorb,1,0
kinetics,https://github.com/ishikawa-group/kinetics,ishikawa-group/kinetics,1,0
active_learning,https://github.com/leschultz/active_learning,leschultz/active_learning,1,0
EDiffCrystals,https://github.com/smglsn12/EDiffCrystals,smglsn12/EDiffCrystals,1,1
application-flavors,https://github.com/Exabyte-io/application-flavors,Exabyte-io/application-flavors,1,0
QUBO_GULP,https://github.com/cmc-ucl/QUBO_GULP,cmc-ucl/QUBO_GULP,1,1
predict_energy_of_mols,https://github.com/Gruz2520/predict_energy_of_mols,Gruz2520/predict_energy_of_mols,1,0
structure_comp,https://github.com/kjappelbaum/structure_comp,kjappelbaum/structure_comp,1,1
Auto4DSTEM,https://github.com/m3-learning/Auto4DSTEM,m3-learning/Auto4DSTEM,1,1
featurebox,https://github.com/boliqq07/featurebox,boliqq07/featurebox,1,2
MACE,https://github.com/Camgur/MACE,Camgur/MACE,1,0
porran,https://github.com/marko-petkovic/porran,marko-petkovic/porran,1,0
pylattice,https://github.com/nkitamuraQC/pylattice,nkitamuraQC/pylattice,1,0
allogen_cdvae,https://github.com/grzegorzkaszuba/allogen_cdvae,grzegorzkaszuba/allogen_cdvae,1,0
Interhalogen_Battery,https://github.com/vidushiss/Interhalogen_Battery,vidushiss/Interhalogen_Battery,1,1
atomate-custom,https://github.com/defectmrE/atomate-custom,defectmrE/atomate-custom,1,0
icam-materials-database,https://github.com/vikram087/icam-materials-database,vikram087/icam-materials-database,1,0
ad_hoc_information_extraction,https://github.com/SatanuG/ad_hoc_information_extraction,SatanuG/ad_hoc_information_extraction,1,0
GACSPy,https://github.com/Ocean-JH/GACSPy,Ocean-JH/GACSPy,1,0
model_metallicglass_Rc,https://github.com/uw-cmg/model_metallicglass_Rc,uw-cmg/model_metallicglass_Rc,1,0
food-pantry,https://github.com/tangleon8/food-pantry,tangleon8/food-pantry,1,0
model_metallicglass_Dmax,https://github.com/uw-cmg/model_metallicglass_Dmax,uw-cmg/model_metallicglass_Dmax,1,0
unitcellsampling,https://github.com/HannGust/unitcellsampling,HannGust/unitcellsampling,1,0
para-mlp,https://github.com/t-iwamura/para-mlp,t-iwamura/para-mlp,0,0
mlcms_general,https://github.com/arthurfl/mlcms_general,arthurfl/mlcms_general,0,2
ml_dockerfiles,https://github.com/kiyou/ml_dockerfiles,kiyou/ml_dockerfiles,0,0
cage,https://github.com/mbercx/cage,mbercx/cage,0,0
ipyatom,https://github.com/chrisjsewell/ipyatom,chrisjsewell/ipyatom,0,0
quotas,https://github.com/mbercx/quotas,mbercx/quotas,0,0
alignn_lightning,https://github.com/elmizb/alignn_lightning,elmizb/alignn_lightning,0,0
aiida_symmetry_representation,https://github.com/greschd/aiida_symmetry_representation,greschd/aiida_symmetry_representation,0,2
colorml,https://github.com/kjappelbaum/colorml,kjappelbaum/colorml,0,1
mi_docker_base,https://github.com/kumagallium/mi_docker_base,kumagallium/mi_docker_base,0,0
jupyterhub-k8-sus,https://github.com/ns-globus-autobuilds/jupyterhub-k8-sus,ns-globus-autobuilds/jupyterhub-k8-sus,0,0
Jatomate,https://github.com/tsaie79/Jatomate,tsaie79/Jatomate,0,1
lazy_vasping,https://github.com/alexsquires/lazy_vasping,alexsquires/lazy_vasping,0,0
nglview,https://github.com/jcmartinmu/nglview,jcmartinmu/nglview,0,0
NuclearityCalculation,https://github.com/ulissigroup/NuclearityCalculation,ulissigroup/NuclearityCalculation,0,1
dogss,https://github.com/ulissigroup/dogss,ulissigroup/dogss,0,1
diffusion_model,https://github.com/uw-cmg/diffusion_model,uw-cmg/diffusion_model,0,0
hpc2ml,https://github.com/boliqq07/hpc2ml,boliqq07/hpc2ml,0,0
material_embedding,https://github.com/HFooladi/material_embedding,HFooladi/material_embedding,0,0
aiida-docker-compose,https://github.com/chrisjsewell/aiida-docker-compose,chrisjsewell/aiida-docker-compose,0,0
featurebox-chinese,https://github.com/boliqq07/featurebox-chinese,boliqq07/featurebox-chinese,0,0
pychemcurv-app,https://github.com/gVallverdu/pychemcurv-app,gVallverdu/pychemcurv-app,0,0
aiida-cusp,https://github.com/ezpzbz/aiida-cusp,ezpzbz/aiida-cusp,0,0
Stoichiometric,https://github.com/jherfson/Stoichiometric,jherfson/Stoichiometric,0,0
ValenceSolver,https://github.com/CederGroupHub/ValenceSolver,CederGroupHub/ValenceSolver,0,1
Materials-Search,https://github.com/davidtangGT/Materials-Search,davidtangGT/Materials-Search,0,0
rcsr-to-cif,https://github.com/jerome-roeser/rcsr-to-cif,jerome-roeser/rcsr-to-cif,0,0
MOF_color,https://github.com/davidtangGT/MOF_color,davidtangGT/MOF_color,0,0
MatLego,https://github.com/GCaptainNemo/MatLego,GCaptainNemo/MatLego,0,0
matador,https://github.com/ezpzbz/matador,ezpzbz/matador,0,0
HEAhydrideTK,https://github.com/mwitman1/HEAhydrideTK,mwitman1/HEAhydrideTK,0,1
metalearner-hptunning,https://github.com/DavidTatis/metalearner-hptunning,DavidTatis/metalearner-hptunning,0,0
magneupy,https://github.com/guyest/magneupy,guyest/magneupy,0,0
milad-paper-2021,https://github.com/muhrin/milad-paper-2021,muhrin/milad-paper-2021,0,1
PopOff,https://github.com/ezpzbz/PopOff,ezpzbz/PopOff,0,0
CD_FerroelectricSearch,https://github.com/DCChemistry/CD_FerroelectricSearch,DCChemistry/CD_FerroelectricSearch,0,0
blog,https://github.com/Denys-Panin/blog,Denys-Panin/blog,0,0
beagle,https://github.com/bjmorgan/beagle,bjmorgan/beagle,0,0
exaparser,https://github.com/Exabyte-io/exaparser,Exabyte-io/exaparser,0,2
maml-apps-rfxas,https://github.com/materialsvirtuallab/maml-apps-rfxas,materialsvirtuallab/maml-apps-rfxas,0,1
PolyCleaver,https://github.com/ericmates/PolyCleaver,ericmates/PolyCleaver,0,0
MaterSDK,https://github.com/lhycms/MaterSDK,lhycms/MaterSDK,0,0
mcode,https://github.com/MehmetTopsakal/mcode,MehmetTopsakal/mcode,0,0
xrpostprocessing,https://github.com/michelegalasso/xrpostprocessing,michelegalasso/xrpostprocessing,0,1
vampire_data_Mn2Au,https://github.com/xbunax/vampire_data_Mn2Au,xbunax/vampire_data_Mn2Au,0,0
bsym,https://github.com/ezpzbz/bsym,ezpzbz/bsym,0,0
vasp,https://github.com/skatesqueaker/vasp,skatesqueaker/vasp,0,0
vasppy,https://github.com/ezpzbz/vasppy,ezpzbz/vasppy,0,0
find_rod_mofs,https://github.com/kjappelbaum/find_rod_mofs,kjappelbaum/find_rod_mofs,0,0
anglefinder,https://github.com/olegjanson/anglefinder,olegjanson/anglefinder,0,0
matminer,https://github.com/blokhin/matminer,blokhin/matminer,0,0
pythermo,https://github.com/seshasaibehara/pythermo,seshasaibehara/pythermo,0,1
Distance_based_on_Cluster_Analysis,https://github.com/Kazukifujii/Distance_based_on_Cluster_Analysis,Kazukifujii/Distance_based_on_Cluster_Analysis,0,0
ThermoPlotter,https://github.com/Guodonglin-cqust/ThermoPlotter,Guodonglin-cqust/ThermoPlotter,0,0
ThermoPlotter1,https://github.com/Guodonglin-cqust/ThermoPlotter1,Guodonglin-cqust/ThermoPlotter1,0,0
amset,https://github.com/Guodonglin-cqust/amset,Guodonglin-cqust/amset,0,0
pwmat_dpdata,https://github.com/HongzhenTian/pwmat_dpdata,HongzhenTian/pwmat_dpdata,0,0
mDCThermalC,https://github.com/Guodonglin-cqust/mDCThermalC,Guodonglin-cqust/mDCThermalC,0,1
robo_descriptor,https://github.com/hasan-sayeed/robo_descriptor,hasan-sayeed/robo_descriptor,0,0
material-predictions,https://github.com/matSciMalcolm/material-predictions,matSciMalcolm/material-predictions,0,0
PyXtal_Scripts,https://github.com/rajeshprasanth/PyXtal_Scripts,rajeshprasanth/PyXtal_Scripts,0,0
xtract-matio,https://github.com/xtracthub/xtract-matio,xtracthub/xtract-matio,0,0
dpdb,https://github.com/haidi-ustc/dpdb,haidi-ustc/dpdb,0,0
QuickFitSNAP,https://github.com/stefanbringuier/QuickFitSNAP,stefanbringuier/QuickFitSNAP,0,0
repo-5843-mat2vec,https://github.com/orgTestCodacy11KRepos110MB/repo-5843-mat2vec,orgTestCodacy11KRepos110MB/repo-5843-mat2vec,0,0
Materials,https://github.com/MyungjaeKIM/Materials,MyungjaeKIM/Materials,0,0
ml-te,https://github.com/Tohtoolkar/ml-te,Tohtoolkar/ml-te,0,0
flask_site,https://github.com/tcpekin/flask_site,tcpekin/flask_site,0,0
molecular_conformations_ML,https://github.com/wood-b/molecular_conformations_ML,wood-b/molecular_conformations_ML,0,1
vsc-workflows,https://github.com/mbercx/vsc-workflows,mbercx/vsc-workflows,0,1
matminer-0.6.5-timed,https://github.com/rogeriog/matminer-0.6.5-timed,rogeriog/matminer-0.6.5-timed,0,0
Disease-Prediction-Centre,https://github.com/mdarshad1000/Disease-Prediction-Centre,mdarshad1000/Disease-Prediction-Centre,0,1
pyputil,https://github.com/colin-daniels/pyputil,colin-daniels/pyputil,0,3
Materials-project-workshop,https://github.com/MahendiranDurairaj/Materials-project-workshop,MahendiranDurairaj/Materials-project-workshop,0,0
cpystal,https://github.com/AP2020MU/cpystal,AP2020MU/cpystal,0,0
perovskite_intercalation,https://github.com/kevinwhitham/perovskite_intercalation,kevinwhitham/perovskite_intercalation,0,0
DNN-QSPR,https://github.com/frearb/DNN-QSPR,frearb/DNN-QSPR,0,1
support,https://github.com/nebaskov/support,nebaskov/support,0,0
PolyRot,https://github.com/rduke199/PolyRot,rduke199/PolyRot,0,0
myfastai,https://github.com/njean78/myfastai,njean78/myfastai,0,0
OCP_streamlit,https://github.com/flash-jaehyun/OCP_streamlit,flash-jaehyun/OCP_streamlit,0,0
z2jh-gcp,https://github.com/rpwagnerbuilds/z2jh-gcp,rpwagnerbuilds/z2jh-gcp,0,2
mof_tda,https://github.com/TRI-AMDD/mof_tda,TRI-AMDD/mof_tda,0,0
matstract,https://github.com/LeighWeston86/matstract,LeighWeston86/matstract,0,1
DSE_challenge,https://github.com/ckborg/DSE_challenge,ckborg/DSE_challenge,0,0
mcr3,https://github.com/lxy1991/mcr3,lxy1991/mcr3,0,0
MD2-lab,https://github.com/pmitev/MD2-lab,pmitev/MD2-lab,0,0
namsa,https://github.com/nlaanait/namsa,nlaanait/namsa,0,0
capstone,https://github.com/Rasenku/capstone,Rasenku/capstone,0,1
jupyter,https://github.com/pmitev/jupyter,pmitev/jupyter,0,0
icsd_drone,https://github.com/kmu/icsd_drone,kmu/icsd_drone,0,0
simulation-db,https://github.com/JiKyungBeom/simulation-db,JiKyungBeom/simulation-db,0,0
NeuralNetworks,https://github.com/Grischenkov/NeuralNetworks,Grischenkov/NeuralNetworks,0,0
Playlister,https://github.com/Rasenku/Playlister,Rasenku/Playlister,0,0
GOFEE_Pt_V_supported,https://github.com/sivachiriki/GOFEE_Pt_V_supported,sivachiriki/GOFEE_Pt_V_supported,0,0
Contractor,https://github.com/Rasenku/Contractor,Rasenku/Contractor,0,0
sdmkm,https://github.com/raffaelecheula/sdmkm,raffaelecheula/sdmkm,0,1
herd-immunity,https://github.com/MakeMeSenpai/herd-immunity,MakeMeSenpai/herd-immunity,0,0
matsci_dreams_2019,https://github.com/bvarjavand/matsci_dreams_2019,bvarjavand/matsci_dreams_2019,0,0
kmk,https://github.com/ericfonseca95/kmk,ericfonseca95/kmk,0,0
miworkshop,https://github.com/materialsvirtuallab/miworkshop,materialsvirtuallab/miworkshop,0,1
corapy,https://github.com/mbagheri20/corapy,mbagheri20/corapy,0,0
web_app,https://github.com/GIR0/web_app,GIR0/web_app,0,0
CASTING,https://github.com/ssaha26/CASTING,ssaha26/CASTING,0,0
dpgen,https://github.com/shdchen/dpgen,shdchen/dpgen,0,0
Export_traj_to_mongo,https://github.com/JPBergsma/Export_traj_to_mongo,JPBergsma/Export_traj_to_mongo,0,0
reaction-network,https://github.com/R1j1t/reaction-network,R1j1t/reaction-network,0,0
intrinsic-hardness,https://github.com/salil91/intrinsic-hardness,salil91/intrinsic-hardness,0,0
dataspace,https://github.com/dyllamt/dataspace,dyllamt/dataspace,0,0
matCL-knnAD,https://github.com/kumagallium/matCL-knnAD,kumagallium/matCL-knnAD,0,0
Open-Labs---GEMM---CDM,https://github.com/MuriloHMoreira/Open-Labs---GEMM---CDM,MuriloHMoreira/Open-Labs---GEMM---CDM,0,1
Digit-chemical-lab,https://github.com/chouki-zhang/Digit-chemical-lab,chouki-zhang/Digit-chemical-lab,0,0
atomate2,https://github.com/tllu/atomate2,tllu/atomate2,0,0
layeredMaterialToolKit,https://github.com/eminamitani/layeredMaterialToolKit,eminamitani/layeredMaterialToolKit,0,0
comgen,https://github.com/jclymo/comgen,jclymo/comgen,0,1
Abinit,https://github.com/TchapetNjafa/Abinit,TchapetNjafa/Abinit,0,0
mat2vec-demos,https://github.com/arupakaa/mat2vec-demos,arupakaa/mat2vec-demos,0,0
digit_identifier,https://github.com/aricl/digit_identifier,aricl/digit_identifier,0,0
ReSNAP,https://github.com/htz1992213/ReSNAP,htz1992213/ReSNAP,0,0
B5Net,https://github.com/NU-CUCIS/B5Net,NU-CUCIS/B5Net,0,0
eos-tools,https://github.com/t-iwamura/eos-tools,t-iwamura/eos-tools,0,0
esm-for-solid,https://github.com/4psireal2/esm-for-solid,4psireal2/esm-for-solid,0,0
jarvis,https://github.com/cnxtech/jarvis,cnxtech/jarvis,0,0
elastic-tools,https://github.com/t-iwamura/elastic-tools,t-iwamura/elastic-tools,0,0
crystaltoolkit,https://github.com/yang-ruoxi/crystaltoolkit,yang-ruoxi/crystaltoolkit,0,0
DPGen,https://github.com/Mile-Away/DPGen,Mile-Away/DPGen,0,0
pyw90,https://github.com/bostonceltics20/pyw90,bostonceltics20/pyw90,0,0
pwmat_dpgen,https://github.com/HongzhenTian/pwmat_dpgen,HongzhenTian/pwmat_dpgen,0,1
PhaseDiagramUtils,https://github.com/levi-ufma/PhaseDiagramUtils,levi-ufma/PhaseDiagramUtils,0,1
crawler-service,https://github.com/xtracthub/crawler-service,xtracthub/crawler-service,0,0
webflask,https://github.com/ayushnvs/webflask,ayushnvs/webflask,0,0
MaterialsIO,https://github.com/jat255/MaterialsIO,jat255/MaterialsIO,0,0
pyrho,https://github.com/munrojm/pyrho,munrojm/pyrho,0,0
mactravis,https://github.com/SINGROUP/mactravis,SINGROUP/mactravis,0,0
turbomoleio,https://github.com/wladerer/turbomoleio,wladerer/turbomoleio,0,0
Pymatsci,https://github.com/clqin-newbie/Pymatsci,clqin-newbie/Pymatsci,0,0
MaterialsIO_WOF6,https://github.com/TrellixVulnTeam/MaterialsIO_WOF6,TrellixVulnTeam/MaterialsIO_WOF6,0,0
pypi-install,https://github.com/jiangtianyu2009/pypi-install,jiangtianyu2009/pypi-install,0,0
surfgen,https://github.com/hezhengda/surfgen,hezhengda/surfgen,0,0
pycc4s,https://github.com/cc4s/pycc4s,cc4s/pycc4s,0,0
pychemcurv,https://github.com/gVallverdu/pychemcurv,gVallverdu/pychemcurv,0,0
aiida-lsmo,https://github.com/chrisjsewell/aiida-lsmo,chrisjsewell/aiida-lsmo,0,0
Atom2Vec,https://github.com/fmggggg/Atom2Vec,fmggggg/Atom2Vec,0,0
ml-services,https://github.com/scidatasoft/ml-services,scidatasoft/ml-services,0,3
pymatgen-analysis-defects,https://github.com/mattmcdermott/pymatgen-analysis-defects,mattmcdermott/pymatgen-analysis-defects,0,0
functionals,https://github.com/kris-brown/functionals,kris-brown/functionals,0,0
IDAO-2022,https://github.com/aniketsharma00411/IDAO-2022,aniketsharma00411/IDAO-2022,0,0
Quiz_api,https://github.com/SaemJeon/Quiz_api,SaemJeon/Quiz_api,0,0
ai_assignments,https://github.com/S-n00b/ai_assignments,S-n00b/ai_assignments,0,0
Graph-NAS-Materials,https://github.com/aarora4/Graph-NAS-Materials,aarora4/Graph-NAS-Materials,0,0
matbench-eval,https://github.com/a11155/matbench-eval,a11155/matbench-eval,0,0
HEOs-with-GFlowNet,https://github.com/ge28yen/HEOs-with-GFlowNet,ge28yen/HEOs-with-GFlowNet,0,0
BilayerDistance,https://github.com/lorenzoppx/BilayerDistance,lorenzoppx/BilayerDistance,0,0
MLE4217_5219_book,https://github.com/deng-group/MLE4217_5219_book,deng-group/MLE4217_5219_book,0,0
DemoTesting,https://github.com/Rohanrn9882/DemoTesting,Rohanrn9882/DemoTesting,0,0
DataEngineering,https://github.com/TrippyBubble/DataEngineering,TrippyBubble/DataEngineering,0,0
SpinelOER,https://github.com/E2zzreal/SpinelOER,E2zzreal/SpinelOER,0,0
Transformation_matrix_Calculator,https://github.com/aktariitkgp/Transformation_matrix_Calculator,aktariitkgp/Transformation_matrix_Calculator,0,0
Machine-Learning-In-Material-Science,https://github.com/woblob/Machine-Learning-In-Material-Science,woblob/Machine-Learning-In-Material-Science,0,0
heroku_api,https://github.com/MunafMorvadia/heroku_api,MunafMorvadia/heroku_api,0,0
rheedium,https://github.com/debangshu-mukherjee/rheedium,debangshu-mukherjee/rheedium,0,0
study_structure_tsuji_lab,https://github.com/alekseyevich180/study_structure_tsuji_lab,alekseyevich180/study_structure_tsuji_lab,0,0
ML4Oxi,https://github.com/Pravanop/ML4Oxi,Pravanop/ML4Oxi,0,0
spamBot,https://github.com/PrathamX595/spamBot,PrathamX595/spamBot,0,0
sq-llm-docstring-gen-kt,https://github.com/czwiessler/sq-llm-docstring-gen-kt,czwiessler/sq-llm-docstring-gen-kt,0,0
Computational-Chemistry,https://github.com/vmiranda4/Computational-Chemistry,vmiranda4/Computational-Chemistry,0,0
periodicXTBworkflows,https://github.com/AlexBuccheri/periodicXTBworkflows,AlexBuccheri/periodicXTBworkflows,0,0
ASID,https://github.com/ASID-Production/ASID,ASID-Production/ASID,0,0
mlip-arena,https://github.com/christine-zhang1/mlip-arena,christine-zhang1/mlip-arena,0,0
slabvacuum,https://github.com/ShotaNamerikawa/slabvacuum,ShotaNamerikawa/slabvacuum,0,0
mc-react-library,https://github.com/materialscloud-org/mc-react-library,materialscloud-org/mc-react-library,0,0
m3gnet,https://github.com/CibranLopez/m3gnet,CibranLopez/m3gnet,0,0
mgs-lpp-imr-api,https://github.com/richlaver/mgs-lpp-imr-api,richlaver/mgs-lpp-imr-api,0,0
OAReactDiff_Paddle,https://github.com/zhiminzhang0830/OAReactDiff_Paddle,zhiminzhang0830/OAReactDiff_Paddle,0,1
ZeoliteSynMetrics,https://github.com/learningmatter-mit/ZeoliteSynMetrics,learningmatter-mit/ZeoliteSynMetrics,0,0
MetaRuleGPT,https://github.com/WangLin1126/MetaRuleGPT,WangLin1126/MetaRuleGPT,0,0
material-science-expert,https://github.com/saj3sh/material-science-expert,saj3sh/material-science-expert,0,0
AutoDFT,https://github.com/lllangWV/AutoDFT,lllangWV/AutoDFT,0,0
Cl_path_rep,https://github.com/SuthPhy2Ai/Cl_path_rep,SuthPhy2Ai/Cl_path_rep,0,0
CrystaLLM-finetune,https://github.com/C-Bone-UCL/CrystaLLM-finetune,C-Bone-UCL/CrystaLLM-finetune,0,0
credit-scoring-demo,https://github.com/Kubar-Labs/credit-scoring-demo,Kubar-Labs/credit-scoring-demo,0,0
Sampling-molecules,https://github.com/2253shubham/Sampling-molecules,2253shubham/Sampling-molecules,0,0
POSFormer,https://github.com/Rasic2/POSFormer,Rasic2/POSFormer,0,0
intelligent-defect-detection,https://github.com/MakkiAloulou/intelligent-defect-detection,MakkiAloulou/intelligent-defect-detection,0,0
ChgcarCompression,https://github.com/VigneshSK17/ChgcarCompression,VigneshSK17/ChgcarCompression,0,0
pynxtools-spm,https://github.com/FAIRmat-NFDI/pynxtools-spm,FAIRmat-NFDI/pynxtools-spm,0,0
python-sketches,https://github.com/btklab/python-sketches,btklab/python-sketches,0,0
GT4SD,https://github.com/rohanshorey/GT4SD,rohanshorey/GT4SD,0,0
supertb,https://github.com/sidubois/supertb,sidubois/supertb,0,0
XRD-Matcher,https://github.com/OliynykLab/XRD-Matcher,OliynykLab/XRD-Matcher,0,1
Materials_Informatics,https://github.com/Deersan/Materials_Informatics,Deersan/Materials_Informatics,0,0
MLE5243_A1_NLP,https://github.com/Asher10012/MLE5243_A1_NLP,Asher10012/MLE5243_A1_NLP,0,0
Operations-Research-Guided-Graph-Neural-Networks-for-Multi-Property-Regression-in-Materials-Science,https://github.com/kaur-manpreet325/Operations-Research-Guided-Graph-Neural-Networks-for-Multi-Property-Regression-in-Materials-Science,kaur-manpreet325/Operations-Research-Guided-Graph-Neural-Networks-for-Multi-Property-Regression-in-Materials-Science,0,0
Comformer_uv,https://github.com/karan-mudaliar/Comformer_uv,karan-mudaliar/Comformer_uv,0,0
Bugseek,https://github.com/jiazuolong/Bugseek,jiazuolong/Bugseek,0,0
MolecularCanvas,https://github.com/isaackogan/MolecularCanvas,isaackogan/MolecularCanvas,0,0
thermoelasticity,https://github.com/anilkunwar/thermoelasticity,anilkunwar/thermoelasticity,0,0
MSEN489_HW3,https://github.com/ichasekatz/MSEN489_HW3,ichasekatz/MSEN489_HW3,0,0
materials-discovery-mattersim,https://github.com/xiaodoushabing/materials-discovery-mattersim,xiaodoushabing/materials-discovery-mattersim,0,0
appa,https://github.com/lucasdekam/appa,lucasdekam/appa,0,0
TF-ChPVK-PV,https://github.com/GarzonDiegoFEUP/TF-ChPVK-PV,GarzonDiegoFEUP/TF-ChPVK-PV,0,0
BMGcalc,https://github.com/Sachinscnpdl/BMGcalc,Sachinscnpdl/BMGcalc,0,0
Mattergen-Test,https://github.com/clr4takeoff/Mattergen-Test,clr4takeoff/Mattergen-Test,0,0
mattergen,https://github.com/taiyangsu/mattergen,taiyangsu/mattergen,0,0
ai_for_semiconductors,https://github.com/msehabibur/ai_for_semiconductors,msehabibur/ai_for_semiconductors,0,0
DBdatasets,https://github.com/RenanFlorencio/DBdatasets,RenanFlorencio/DBdatasets,0,0
EFM,https://github.com/YuxuanQiu-0325/EFM,YuxuanQiu-0325/EFM,0,0
2D-molecular-packing,https://github.com/ortmann-lab/2D-molecular-packing,ortmann-lab/2D-molecular-packing,0,0
Quantum-Imaging,https://github.com/Branden-hub/Quantum-Imaging,Branden-hub/Quantum-Imaging,0,0
mpgrep,https://github.com/grimme-lab/mpgrep,grimme-lab/mpgrep,0,0
heartysis_ai_demo_app,https://github.com/sa1nxz/heartysis_ai_demo_app,sa1nxz/heartysis_ai_demo_app,0,0
ReactionGraphNeuralNetwork,https://github.com/learningmatter-mit/ReactionGraphNeuralNetwork,learningmatter-mit/ReactionGraphNeuralNetwork,0,0
UCT-CHGNet-tunner,https://github.com/Doctor-Wraith/UCT-CHGNet-tunner,Doctor-Wraith/UCT-CHGNet-tunner,0,0
MatGraphDB,https://github.com/romerogroup/MatGraphDB,romerogroup/MatGraphDB,0,0
AIDAO1,https://github.com/VladimirKalajcidi/AIDAO1,VladimirKalajcidi/AIDAO1,0,0
hydragnn,https://github.com/anikat1/hydragnn,anikat1/hydragnn,0,0
MatDB,https://github.com/lllangWV/MatDB,lllangWV/MatDB,0,0
xrd-app,https://github.com/Chihaya-Fujiwara/xrd-app,Chihaya-Fujiwara/xrd-app,0,0
2024-E-Question-e-of-the-2024-China-Huawei-Cup-postgraduate-mathematical-modeling-competition,https://github.com/xiezhen087/2024-E-Question-e-of-the-2024-China-Huawei-Cup-postgraduate-mathematical-modeling-competition,xiezhen087/2024-E-Question-e-of-the-2024-China-Huawei-Cup-postgraduate-mathematical-modeling-competition,0,0
Chemistry-I,https://github.com/ElCabris/Chemistry-I,ElCabris/Chemistry-I,0,0
Toxicity_Assessment_of_Metal-Oxide_Nanoparticles,https://github.com/NataliaPapina/Toxicity_Assessment_of_Metal-Oxide_Nanoparticles,NataliaPapina/Toxicity_Assessment_of_Metal-Oxide_Nanoparticles,0,0
materials-project,https://github.com/guyanik/materials-project,guyanik/materials-project,0,0
GNN_embedding_exctract,https://github.com/zhiqiangcui71/GNN_embedding_exctract,zhiqiangcui71/GNN_embedding_exctract,0,0
ContinuouSP,https://github.com/packer-jp/ContinuouSP,packer-jp/ContinuouSP,0,0
xrdsim,https://github.com/Jona210399/xrdsim,Jona210399/xrdsim,0,0
MOF-oxo,https://github.com/Jonathanlyj/MOF-oxo,Jonathanlyj/MOF-oxo,0,0
modnet_gnn_enhanced_v0.2.1,https://github.com/rogeriog/modnet_gnn_enhanced_v0.2.1,rogeriog/modnet_gnn_enhanced_v0.2.1,0,1
MasterThesis,https://github.com/FranK1308/MasterThesis,FranK1308/MasterThesis,0,0
lsmetrics,https://github.com/anoopkcn/lsmetrics,anoopkcn/lsmetrics,0,0
multiel_exp_lib,https://github.com/gudasergey/multiel_exp_lib,gudasergey/multiel_exp_lib,0,0
example-distro,https://github.com/blueraft/example-distro,blueraft/example-distro,0,0
