full_name,repo_url,owner_repo,stars,forks
XRD_MARS,https://github.com/teddyalexandre/XRD_MARS,teddyalexandre/XRD_MARS,0,0
Axiomatic-Aggregations-of-Abductive-Explanations,https://github.com/elitalobo/Axiomatic-Aggregations-of-Abductive-Explanations,elitalobo/Axiomatic-Aggregations-of-Abductive-Explanations,0,1
dos-plotter,https://github.com/ugognw/dos-plotter,ugognw/dos-plotter,0,0
RMC-fung-,https://github.com/henryjiang1/RMC-fung-,henryjiang1/RMC-fung-,0,0
StarryNN-TE,https://github.com/kumagallium/StarryNN-TE,kumagallium/StarryNN-TE,0,0
pyvanadium,https://github.com/MnM-computation-subgroup/pyvanadium,MnM-computation-subgroup/pyvanadium,0,0
Custom-Design-of-2D-based-Materials,https://github.com/gmp007/Custom-Design-of-2D-based-Materials,gmp007/Custom-Design-of-2D-based-Materials,0,0
model_concrete,https://github.com/uw-cmg/model_concrete,uw-cmg/model_concrete,0,0
data_TiOF2,https://github.com/bjmorgan/data_TiOF2,bjmorgan/data_TiOF2,0,0
success2,https://github.com/MKMKMKMKMKMKMMKMKMK/success2,MKMKMKMKMKMKMMKMKMK/success2,0,0
XANESNN,https://github.com/ninarina12/XANESNN,ninarina12/XANESNN,0,0
AI4MOF,https://github.com/AI4Science-cloud/AI4MOF,AI4Science-cloud/AI4MOF,0,0
OvitoElfcarReader,https://github.com/akwarii/OvitoElfcarReader,akwarii/OvitoElfcarReader,0,0
CrystGen,https://github.com/SchrodingersCattt/CrystGen,SchrodingersCattt/CrystGen,0,0
TransBind_Server,https://github.com/TokiTahmid64/TransBind_Server,TokiTahmid64/TransBind_Server,0,0
electrolyte_kg,https://github.com/breadbread1984/electrolyte_kg,breadbread1984/electrolyte_kg,0,0
DFTDataFrame,https://github.com/c-cppx/DFTDataFrame,c-cppx/DFTDataFrame,0,0
CGAT,https://github.com/lanchoxie/CGAT,lanchoxie/CGAT,0,0
reaction_path,https://github.com/breadbread1984/reaction_path,breadbread1984/reaction_path,0,0
utils,https://github.com/ligerzero-ai/utils,ligerzero-ai/utils,0,0
gflownet,https://github.com/milaforscience/gflownet,milaforscience/gflownet,0,0
crystine,https://github.com/anandsr724/crystine,anandsr724/crystine,0,0
my,https://github.com/siyuyuyu/my,siyuyuyu/my,0,0
broad-binding,https://github.com/SiliconScientist/broad-binding,SiliconScientist/broad-binding,0,0
NJmat-source-code-UI,https://github.com/huangyiru123/NJmat-source-code-UI,huangyiru123/NJmat-source-code-UI,0,0
ml-for-material-science-tutorials,https://github.com/designhak/ml-for-material-science-tutorials,designhak/ml-for-material-science-tutorials,0,0
NomadRobotLab,https://github.com/LarsvdBrandt/NomadRobotLab,LarsvdBrandt/NomadRobotLab,0,0
DiffCSPNew,https://github.com/RomanovIgnat/DiffCSPNew,RomanovIgnat/DiffCSPNew,0,3
Nomad-battery,https://github.com/u-gajera/Nomad-battery,u-gajera/Nomad-battery,0,0
google-docs,https://github.com/j-bull2003/google-docs,j-bull2003/google-docs,0,0
MLOps,https://github.com/Sirilukkan/MLOps,Sirilukkan/MLOps,0,0
diploma,https://github.com/Iuliia1Andreeva/diploma,Iuliia1Andreeva/diploma,0,0
radical-ai-demo,https://github.com/saagars/radical-ai-demo,saagars/radical-ai-demo,0,0
PerovskiteMLModel,https://github.com/aboys-cb/PerovskiteMLModel,aboys-cb/PerovskiteMLModel,0,0
matproj_snap_2023,https://github.com/eshark9312/matproj_snap_2023,eshark9312/matproj_snap_2023,0,0
fantastx-lite,https://github.com/kvs11/fantastx-lite,kvs11/fantastx-lite,0,0
MetaAdapt,https://github.com/ml-master/MetaAdapt,ml-master/MetaAdapt,0,0
crystalformer-app,https://github.com/SchrodingersCattt/crystalformer-app,SchrodingersCattt/crystalformer-app,0,0
FakeNet-MetaAdapt,https://github.com/ml-master/FakeNet-MetaAdapt,ml-master/FakeNet-MetaAdapt,0,0
ml-hydrides-software,https://github.com/tapashreepradhan/ml-hydrides-software,tapashreepradhan/ml-hydrides-software,0,1
materials_code,https://github.com/1767391352/materials_code,1767391352/materials_code,0,0
Inverse-Design-of-Materials-with-AI,https://github.com/ayieko168/Inverse-Design-of-Materials-with-AI,ayieko168/Inverse-Design-of-Materials-with-AI,0,0
RMC-fung,https://github.com/henryyjiang/RMC-fung,henryyjiang/RMC-fung,0,0
SHG_dev,https://github.com/jduffy0121/SHG_dev,jduffy0121/SHG_dev,0,0
test-distro,https://github.com/blueraft/test-distro,blueraft/test-distro,0,0
nomad-distro,https://github.com/blueraft/nomad-distro,blueraft/nomad-distro,0,0
APEX-devel-1.2.0,https://github.com/XFShii/APEX-devel-1.2.0,XFShii/APEX-devel-1.2.0,0,0
pyiron_nodes,https://github.com/pyiron/pyiron_nodes,pyiron/pyiron_nodes,0,0
run_defects,https://github.com/jmmshn/run_defects,jmmshn/run_defects,0,0
Global-Travel-Navigater-,https://github.com/ryu1mv7/Global-Travel-Navigater-,ryu1mv7/Global-Travel-Navigater-,0,0
abvio,https://github.com/wladerer/abvio,wladerer/abvio,0,0
AICON,https://github.com/chimuliuyun/AICON,chimuliuyun/AICON,0,0
HEA_ML,https://github.com/devCMRL/HEA_ML,devCMRL/HEA_ML,0,0
CrystalPrinter,https://github.com/CrystalCrafters/CrystalPrinter,CrystalCrafters/CrystalPrinter,0,0
FusionCLM,https://github.com/Yutong-Lu/FusionCLM,Yutong-Lu/FusionCLM,0,1
GASP_py_parallel,https://github.com/TaoLiang120/GASP_py_parallel,TaoLiang120/GASP_py_parallel,0,0
GASP_py,https://github.com/TaoLiang120/GASP_py,TaoLiang120/GASP_py,0,0
SEAKMC_py,https://github.com/TaoLiang120/SEAKMC_py,TaoLiang120/SEAKMC_py,0,0
XRD_plot,https://github.com/apurba-apm/XRD_plot,apurba-apm/XRD_plot,0,1
Megnet_stuff,https://github.com/Lepip/Megnet_stuff,Lepip/Megnet_stuff,0,0
2021290209,https://github.com/Clound-Computing/2021290209,Clound-Computing/2021290209,0,0
docker_mamba,https://github.com/krishnaa423/docker_mamba,krishnaa423/docker_mamba,0,0
DISCOVERY-OF-NOVEL-2D-MATERIALS,https://github.com/AyushRaj1203/DISCOVERY-OF-NOVEL-2D-MATERIALS,AyushRaj1203/DISCOVERY-OF-NOVEL-2D-MATERIALS,0,0
warmstart,https://github.com/hissmell/warmstart,hissmell/warmstart,0,0
package_band_Litihum,https://github.com/Topology-Litihum/package_band_Litihum,Topology-Litihum/package_band_Litihum,0,0
aceflow,https://github.com/vir-k01/aceflow,vir-k01/aceflow,0,0
LLMs_NLPs_GenerativeAI,https://github.com/Sirilukkan/LLMs_NLPs_GenerativeAI,Sirilukkan/LLMs_NLPs_GenerativeAI,0,0
foundry,https://github.com/cyschneck/foundry,cyschneck/foundry,0,0
model_elastic_tensor,https://github.com/uw-cmg/model_elastic_tensor,uw-cmg/model_elastic_tensor,0,0
CrAKN,https://github.com/jonathanBalasingham/CrAKN,jonathanBalasingham/CrAKN,0,0
spbnet,https://github.com/tyvanzou/spbnet,tyvanzou/spbnet,0,0
Practical_Course_Long_Range_Interactions_in_Crystal_Structures,https://github.com/HerrXu01/Practical_Course_Long_Range_Interactions_in_Crystal_Structures,HerrXu01/Practical_Course_Long_Range_Interactions_in_Crystal_Structures,0,0
ft_chgnet,https://github.com/nyakiri0726/ft_chgnet,nyakiri0726/ft_chgnet,0,0
emmet,https://github.com/njzjz/emmet,njzjz/emmet,0,0
ElMTree,https://github.com/lrcfmd/ElMTree,lrcfmd/ElMTree,0,0
model_piezoelectric,https://github.com/uw-cmg/model_piezoelectric,uw-cmg/model_piezoelectric,0,0
model_perovskite_Habs,https://github.com/uw-cmg/model_perovskite_Habs,uw-cmg/model_perovskite_Habs,0,0
model_Mg_alloy,https://github.com/uw-cmg/model_Mg_alloy,uw-cmg/model_Mg_alloy,0,0
model_semiconductor_lvls,https://github.com/uw-cmg/model_semiconductor_lvls,uw-cmg/model_semiconductor_lvls,0,0
model_thermalexp_aflow,https://github.com/uw-cmg/model_thermalexp_aflow,uw-cmg/model_thermalexp_aflow,0,0
model_RPV_TTS,https://github.com/uw-cmg/model_RPV_TTS,uw-cmg/model_RPV_TTS,0,0
model_phonon_freq,https://github.com/uw-cmg/model_phonon_freq,uw-cmg/model_phonon_freq,0,0
model_perovskite_Opband,https://github.com/uw-cmg/model_perovskite_Opband,uw-cmg/model_perovskite_Opband,0,0
model_exfoliationE,https://github.com/uw-cmg/model_exfoliationE,uw-cmg/model_exfoliationE,0,0
model_diffusion,https://github.com/uw-cmg/model_diffusion,uw-cmg/model_diffusion,0,0
model_superconductivity,https://github.com/uw-cmg/model_superconductivity,uw-cmg/model_superconductivity,0,0
model_steel_yield,https://github.com/uw-cmg/model_steel_yield,uw-cmg/model_steel_yield,0,0
model_perovskite_workfunction,https://github.com/uw-cmg/model_perovskite_workfunction,uw-cmg/model_perovskite_workfunction,0,0
model_perovskite_stability,https://github.com/uw-cmg/model_perovskite_stability,uw-cmg/model_perovskite_stability,0,0
model_perovskite_tec,https://github.com/uw-cmg/model_perovskite_tec,uw-cmg/model_perovskite_tec,0,0
model_perovskite_formationE,https://github.com/uw-cmg/model_perovskite_formationE,uw-cmg/model_perovskite_formationE,0,0
model_perovskite_conductivity,https://github.com/uw-cmg/model_perovskite_conductivity,uw-cmg/model_perovskite_conductivity,0,0
model_perovskite_ASR,https://github.com/uw-cmg/model_perovskite_ASR,uw-cmg/model_perovskite_ASR,0,1
model_oxide_vacancy,https://github.com/uw-cmg/model_oxide_vacancy,uw-cmg/model_oxide_vacancy,0,0
model_metallicglass_Rc_LLM,https://github.com/uw-cmg/model_metallicglass_Rc_LLM,uw-cmg/model_metallicglass_Rc_LLM,0,0
model_Li_conductivity,https://github.com/uw-cmg/model_Li_conductivity,uw-cmg/model_Li_conductivity,0,0
model_heusler,https://github.com/uw-cmg/model_heusler,uw-cmg/model_heusler,0,0
Open-AD-Model-Service,https://github.com/acceleratedscience/Open-AD-Model-Service,acceleratedscience/Open-AD-Model-Service,0,0
CCMMOE,https://github.com/zyyyfd/CCMMOE,zyyyfd/CCMMOE,0,0
wannier-app,https://github.com/philikarus/wannier-app,philikarus/wannier-app,0,1
whsun-viz,https://github.com/nrdavid/whsun-viz,nrdavid/whsun-viz,0,3
EDA_IDC,https://github.com/Rogalik616/EDA_IDC,Rogalik616/EDA_IDC,0,0
matminer-webapp,https://github.com/epunzal2/matminer-webapp,epunzal2/matminer-webapp,0,0
openad-service-moler,https://github.com/acceleratedscience/openad-service-moler,acceleratedscience/openad-service-moler,0,0
physical_band_potentials,https://github.com/yousof96/physical_band_potentials,yousof96/physical_band_potentials,0,1
nomad-porous-materials,https://github.com/FAIRmat-NFDI/nomad-porous-materials,FAIRmat-NFDI/nomad-porous-materials,0,1
DAS_workflows,https://github.com/janklinux/DAS_workflows,janklinux/DAS_workflows,0,1
mono_repoify,https://github.com/misko/mono_repoify,misko/mono_repoify,0,0
eeg_preprocessing_cst,https://github.com/Sam54000/eeg_preprocessing_cst,Sam54000/eeg_preprocessing_cst,0,0
GCNNKeras,https://github.com/RachidBOUSBAA/GCNNKeras,RachidBOUSBAA/GCNNKeras,0,0
clagen-sandbox,https://github.com/B-Gendron/clagen-sandbox,B-Gendron/clagen-sandbox,0,0
mof-properties-prediction,https://github.com/ricet8ur/mof-properties-prediction,ricet8ur/mof-properties-prediction,0,0
xtal,https://github.com/utksi/xtal,utksi/xtal,0,0
quantum-codex,https://github.com/oashour/quantum-codex,oashour/quantum-codex,0,0
local,https://github.com/XinWang-OU/local,XinWang-OU/local,0,0
openad-service-gen,https://github.com/acceleratedscience/openad-service-gen,acceleratedscience/openad-service-gen,0,0
prashant-workshop,https://github.com/pkmohite/prashant-workshop,pkmohite/prashant-workshop,0,0
transfernet,https://github.com/uw-cmg/transfernet,uw-cmg/transfernet,0,0
water_cluster_density_errors,https://github.com/esoteric-ephemera/water_cluster_density_errors,esoteric-ephemera/water_cluster_density_errors,0,0
tracking_progress_metallic_materials,https://github.com/kun-ou-projects/tracking_progress_metallic_materials,kun-ou-projects/tracking_progress_metallic_materials,0,0
pwtk,https://github.com/rajeshprasanth/pwtk,rajeshprasanth/pwtk,0,0
mp_tests,https://github.com/EFuem/mp_tests,EFuem/mp_tests,0,2
Nudge-Reminder,https://github.com/youssef-ahmmed/Nudge-Reminder,youssef-ahmmed/Nudge-Reminder,0,0
HAppend,https://github.com/xingyu-alfred-liu/HAppend,xingyu-alfred-liu/HAppend,0,0
matsci,https://github.com/shenxu84/matsci,shenxu84/matsci,0,0
VoltCraft,https://github.com/ruoyuwang1995nya/VoltCraft,ruoyuwang1995nya/VoltCraft,0,1
ecif,https://github.com/emotionor/ecif,emotionor/ecif,0,1
MOF-Generator-,https://github.com/shazam37/MOF-Generator-,shazam37/MOF-Generator-,0,0
