full_name,repo_url
CySecBERT,https://github.com/PEASEC/CySecBERT
test-distro,https://github.com/blueraft/test-distro
nomad-distro,https://github.com/blueraft/nomad-distro
re2fractive,https://github.com/modl-uclouvain/re2fractive
puppy,https://github.com/badw/puppy
GPTFF,https://github.com/atomly-materials-research-lab/GPTFF
ad_hoc_information_extraction,https://github.com/SatanuG/ad_hoc_information_extraction
VASP-GUI,https://github.com/manassharma07/VASP-GUI
APEX-devel-1.2.0,https://github.com/XFShii/APEX-devel-1.2.0
sustainability,https://github.com/insilicomedicine/sustainability
pyiron_nodes,https://github.com/pyiron/pyiron_nodes
run_defects,https://github.com/jmmshn/run_defects
ShotgunCSP,https://github.com/TsumiNa/ShotgunCSP
atomate-custom,https://github.com/defectmrE/atomate-custom
Global-Travel-Navigater-,https://github.com/ryu1mv7/Global-Travel-Navigater-
CRYSTALClear,https://github.com/crystaldevs/CRYSTALClear
aiida-atomistic,https://github.com/aiidateam/aiida-atomistic
active-csp,https://github.com/stefaanhessmann/active-csp
abvio,https://github.com/wladerer/abvio
AICON,https://github.com/chimuliuyun/AICON
Text-to-BatteryRecipe,https://github.com/KIST-CSRC/Text-to-BatteryRecipe
gbcompare,https://github.com/braxtonowens/gbcompare
ml-hydrides-software,https://github.com/tapashreepradhan/ml-hydrides-software
HEA_ML,https://github.com/devCMRL/HEA_ML
FusionCLM,https://github.com/Yutong-Lu/FusionCLM
Heterojunction-Metal-Organic-Framework-Photocataysts,https://github.com/MoinKhwaja/Heterojunction-Metal-Organic-Framework-Photocataysts
GASP_py_parallel,https://github.com/TaoLiang120/GASP_py_parallel
GASP_py,https://github.com/TaoLiang120/GASP_py
SEAKMC_py_parallel,https://github.com/TaoLiang120/SEAKMC_py_parallel
SEAKMC_py,https://github.com/TaoLiang120/SEAKMC_py
surface-sampling,https://github.com/learningmatter-mit/surface-sampling
matextract-book,https://github.com/lamalab-org/matextract-book
pacmof2,https://github.com/snurr-group/pacmof2
atomRDF,https://github.com/pyscal/atomRDF
XRD_plot,https://github.com/apurba-apm/XRD_plot
VASP-scripts,https://github.com/EDED2314/VASP-scripts
spectrojotometer,https://github.com/mmatera/spectrojotometer
Megnet_stuff,https://github.com/Lepip/Megnet_stuff
2021290209,https://github.com/Clound-Computing/2021290209
docker_mamba,https://github.com/krishnaa423/docker_mamba
DISCOVERY-OF-NOVEL-2D-MATERIALS,https://github.com/AyushRaj1203/DISCOVERY-OF-NOVEL-2D-MATERIALS
warmstart,https://github.com/hissmell/warmstart
conditional-crystal-generation,https://github.com/AIRI-Institute/conditional-crystal-generation
package_band_Litihum,https://github.com/Topology-Litihum/package_band_Litihum
pipy_server,https://github.com/Lyn4ever29/pipy_server
aceflow,https://github.com/vir-k01/aceflow
CrystalPrinter,https://github.com/CrystalCrafters/CrystalPrinter
GPR-HAT-barrier-prediction,https://github.com/evulan/GPR-HAT-barrier-prediction
pymatcc,https://github.com/damdaepark/pymatcc
FakeNet-MetaAdapt,https://github.com/ml-master/FakeNet-MetaAdapt
crystalformer-app,https://github.com/SchrodingersCattt/crystalformer-app
MetaAdapt,https://github.com/ml-master/MetaAdapt
matgenb,https://github.com/materialsvirtuallab/matgenb
GNN-materials,https://github.com/polbeni/GNN-materials
vitrum,https://github.com/R-Chr/vitrum
myStructure,https://github.com/jiang-yuha0/myStructure
success2,https://github.com/MKMKMKMKMKMKMMKMKMK/success2
XANESNN,https://github.com/ninarina12/XANESNN
question-generator,https://github.com/aamodvarma/question-generator
fairmat-tutorial-14-computational-plugins,https://github.com/FAIRmat-NFDI/fairmat-tutorial-14-computational-plugins
ZoMBI-Hop,https://github.com/PV-Lab/ZoMBI-Hop
AI4MOF,https://github.com/AI4Science-cloud/AI4MOF
ALIGNN-BERT-TL-crystal,https://github.com/Jonathanlyj/ALIGNN-BERT-TL-crystal
OvitoElfcarReader,https://github.com/akwarii/OvitoElfcarReader
aims_cube,https://github.com/caizefeng/aims_cube
mofsynth,https://github.com/livaschar/mofsynth
CrystGen,https://github.com/SchrodingersCattt/CrystGen
TransBind_Server,https://github.com/TokiTahmid64/TransBind_Server
electrolyte_kg,https://github.com/breadbread1984/electrolyte_kg
atomID,https://github.com/Materials-Data-Science-and-Informatics/atomID
renderCubeFile,https://github.com/JustusStephani/renderCubeFile
DFTDataFrame,https://github.com/c-cppx/DFTDataFrame
CGAT,https://github.com/lanchoxie/CGAT
reaction_path,https://github.com/breadbread1984/reaction_path
cdvae_xrd,https://github.com/gabeguo/cdvae_xrd
utils,https://github.com/ligerzero-ai/utils
gflownet,https://github.com/milaforscience/gflownet
crystine,https://github.com/anandsr724/crystine
phonon_prediction,https://github.com/RyotaroOKabe/phonon_prediction
qm9star_query,https://github.com/gentle1999/qm9star_query
my,https://github.com/siyuyuyu/my
scBIT,https://github.com/77YQ77/scBIT
broad-binding,https://github.com/SiliconScientist/broad-binding
NJmat-source-code-UI,https://github.com/huangyiru123/NJmat-source-code-UI
ml-for-material-science-tutorials,https://github.com/designhak/ml-for-material-science-tutorials
pdos_gnn,https://github.com/ineporozhnii/pdos_gnn
dfttk,https://github.com/PhasesResearchLab/dfttk
NomadRobotLab,https://github.com/LarsvdBrandt/NomadRobotLab
Material-discovery,https://github.com/suho6347/Material-discovery
DiffCSPNew,https://github.com/RomanovIgnat/DiffCSPNew
Nomad-battery,https://github.com/u-gajera/Nomad-battery
mofgraph2vec,https://github.com/XiaoqZhang/mofgraph2vec
google-docs,https://github.com/j-bull2003/google-docs
MLOps,https://github.com/Sirilukkan/MLOps
tesi-magistrale,https://github.com/visika/tesi-magistrale
diploma,https://github.com/Iuliia1Andreeva/diploma
radical-ai-demo,https://github.com/saagars/radical-ai-demo
PerovskiteMLModel,https://github.com/aboys-cb/PerovskiteMLModel
Subgraph_algorithm,https://github.com/PKUSZSAM/Subgraph_algorithm
ReNAE,https://github.com/CoReACTER/ReNAE
AnisoNet,https://github.com/virtualatoms/AnisoNet
matproj_snap_2023,https://github.com/eshark9312/matproj_snap_2023
traffic_light_control_DQN,https://github.com/dongspam0209/traffic_light_control_DQN
pyet-mc,https://github.com/JaminMartin/pyet-mc
PyRHEED,https://github.com/yux1991/PyRHEED
fantastx-lite,https://github.com/kvs11/fantastx-lite
DART,https://github.com/pranavAL/DART
HamEPC,https://github.com/QuantumLab-ZY/HamEPC
LLMs_NLPs_GenerativeAI,https://github.com/Sirilukkan/LLMs_NLPs_GenerativeAI
data_TiOF2,https://github.com/bjmorgan/data_TiOF2
ct-UAE,https://github.com/fduabinitio/ct-UAE
AdsorbDiff,https://github.com/AdeeshKolluru/AdsorbDiff
foundry,https://github.com/cyschneck/foundry
CrAKN,https://github.com/jonathanBalasingham/CrAKN
EDA_IDC,https://github.com/Rogalik616/EDA_IDC
matminer-webapp,https://github.com/epunzal2/matminer-webapp
PACMAN-charge,https://github.com/Chung-Research-Group/PACMAN-charge
mb_vasp_workflow,https://github.com/benben1984/mb_vasp_workflow
openad-service-moler,https://github.com/acceleratedscience/openad-service-moler
physical_band_potentials,https://github.com/yousof96/physical_band_potentials
nomad-porous-materials,https://github.com/FAIRmat-NFDI/nomad-porous-materials
LLM_Hackathon_2024,https://github.com/kaueltzen/LLM_Hackathon_2024
DAS_workflows,https://github.com/janklinux/DAS_workflows
tribosurf,https://github.com/fyalcin/tribosurf
mono_repoify,https://github.com/misko/mono_repoify
eeg_preprocessing_cst,https://github.com/Sam54000/eeg_preprocessing_cst
ct-UAEs,https://github.com/jinluo12345/ct-UAEs
CrySPR,https://github.com/Tosykie/CrySPR
GCNNKeras,https://github.com/RachidBOUSBAA/GCNNKeras
DarkMAGIC,https://github.com/Griffin-Group/DarkMAGIC
clagen-sandbox,https://github.com/B-Gendron/clagen-sandbox
mof-properties-prediction,https://github.com/ricet8ur/mof-properties-prediction
elec-chem-dev,https://github.com/imagdau/elec-chem-dev
xtal,https://github.com/utksi/xtal
whsun-viz,https://github.com/nrdavid/whsun-viz
quantum-codex,https://github.com/oashour/quantum-codex
alchemical-mlip,https://github.com/learningmatter-mit/alchemical-mlip
ThermoScreening,https://github.com/MolarVerse/ThermoScreening
DWBuilder,https://github.com/mzkhalid039/DWBuilder
openad-service-gen,https://github.com/acceleratedscience/openad-service-gen
python_teaching,https://github.com/tpurcell90/python_teaching
openad-service-prop,https://github.com/acceleratedscience/openad-service-prop
openlam,https://github.com/deepmodeling/openlam
prashant-workshop,https://github.com/pkmohite/prashant-workshop
MolTailor,https://github.com/SCIR-HI/MolTailor
MLFeatures4Materials,https://github.com/TimoSommer/MLFeatures4Materials
transfernet,https://github.com/uw-cmg/transfernet
water_cluster_density_errors,https://github.com/esoteric-ephemera/water_cluster_density_errors
tracking_progress_metallic_materials,https://github.com/kun-ou-projects/tracking_progress_metallic_materials
pwtk,https://github.com/rajeshprasanth/pwtk
gnn-tl,https://github.com/TShiotaSS/gnn-tl
mp_tests,https://github.com/EFuem/mp_tests
AI4Materials_EvaluationTool,https://github.com/YKTian-x2b/AI4Materials_EvaluationTool
Nudge-Reminder,https://github.com/youssef-ahmmed/Nudge-Reminder
HAppend,https://github.com/xingyu-alfred-liu/HAppend
findTDE,https://github.com/hauck-as/findTDE
matsci,https://github.com/shenxu84/matsci
VoltCraft,https://github.com/ruoyuwang1995nya/VoltCraft
ecif,https://github.com/emotionor/ecif
pjvasp_package,https://github.com/ShengLin1001/pjvasp_package
made,https://github.com/Exabyte-io/made
local,https://github.com/XinWang-OU/local
wannier-app,https://github.com/philikarus/wannier-app
CCMMOE,https://github.com/zyyyfd/CCMMOE
Open-AD-Model-Service,https://github.com/acceleratedscience/Open-AD-Model-Service
spbnet,https://github.com/tyvanzou/spbnet
ions,https://github.com/dembart/ions
CoRE-MOF,https://github.com/coudertlab/CoRE-MOF
PolyatomicComplexes,https://github.com/rahulkhorana/PolyatomicComplexes
MultiMat,https://github.com/clott3/MultiMat
Practical_Course_Long_Range_Interactions_in_Crystal_Structures,https://github.com/HerrXu01/Practical_Course_Long_Range_Interactions_in_Crystal_Structures
pypi-to-spack-package,https://github.com/spack/pypi-to-spack-package
ft_chgnet,https://github.com/nyakiri0726/ft_chgnet
atomate2-turbomole,https://github.com/Matgenix/atomate2-turbomole
CrystalFormer,https://github.com/deepmodeling/CrystalFormer
emmet,https://github.com/njzjz/emmet
Gmonte,https://github.com/shimano-yuho/Gmonte
ElMTree,https://github.com/lrcfmd/ElMTree
model_piezoelectric,https://github.com/uw-cmg/model_piezoelectric
model_thermal_conductivity,https://github.com/uw-cmg/model_thermal_conductivity
model_perovskite_Habs,https://github.com/uw-cmg/model_perovskite_Habs
model_Mg_alloy,https://github.com/uw-cmg/model_Mg_alloy
model_semiconductor_lvls,https://github.com/uw-cmg/model_semiconductor_lvls
model_thermalcond_aflow,https://github.com/uw-cmg/model_thermalcond_aflow
model_thermalexp_aflow,https://github.com/uw-cmg/model_thermalexp_aflow
model_RPV_TTS,https://github.com/uw-cmg/model_RPV_TTS
model_phonon_freq,https://github.com/uw-cmg/model_phonon_freq
model_perovskite_Opband,https://github.com/uw-cmg/model_perovskite_Opband
model_exfoliationE,https://github.com/uw-cmg/model_exfoliationE
model_diffusion,https://github.com/uw-cmg/model_diffusion
model_superconductivity,https://github.com/uw-cmg/model_superconductivity
model_steel_yield,https://github.com/uw-cmg/model_steel_yield
model_perovskite_workfunction,https://github.com/uw-cmg/model_perovskite_workfunction
model_perovskite_stability,https://github.com/uw-cmg/model_perovskite_stability
model_perovskite_tec,https://github.com/uw-cmg/model_perovskite_tec
model_perovskite_formationE,https://github.com/uw-cmg/model_perovskite_formationE
model_perovskite_conductivity,https://github.com/uw-cmg/model_perovskite_conductivity
model_perovskite_ASR,https://github.com/uw-cmg/model_perovskite_ASR
model_oxide_vacancy,https://github.com/uw-cmg/model_oxide_vacancy
model_metallicglass_Rc_LLM,https://github.com/uw-cmg/model_metallicglass_Rc_LLM
model_metallicglass_Rc,https://github.com/uw-cmg/model_metallicglass_Rc
model_metallicglass_Dmax,https://github.com/uw-cmg/model_metallicglass_Dmax
model_Li_conductivity,https://github.com/uw-cmg/model_Li_conductivity
model_heusler,https://github.com/uw-cmg/model_heusler
model_hea_hardness,https://github.com/uw-cmg/model_hea_hardness
model_elastic_tensor,https://github.com/uw-cmg/model_elastic_tensor
model_double_perovskite_gap,https://github.com/uw-cmg/model_double_perovskite_gap
model_concrete,https://github.com/uw-cmg/model_concrete
Custom-Design-of-2D-based-Materials,https://github.com/gmp007/Custom-Design-of-2D-based-Materials
porran,https://github.com/marko-petkovic/porran
e3nn-models,https://github.com/shiangfang/e3nn-models
phonax,https://github.com/atomicarchitects/phonax
pyvanadium,https://github.com/MnM-computation-subgroup/pyvanadium
piml_glass_forming_ability,https://github.com/CitrineInformatics-ERD-public/piml_glass_forming_ability
isdpainn,https://github.com/nmdl-mizo/isdpainn
atomate2-lammps,https://github.com/Matgenix/atomate2-lammps
crystallograpy,https://github.com/alexhernandezgarcia/crystallograpy
diffusion_for_multi_scale_molecular_dynamics,https://github.com/mila-iqia/diffusion_for_multi_scale_molecular_dynamics
FAVAL_ARANet,https://github.com/wwyalice/FAVAL_ARANet
auto-electrocatalyst-discovery,https://github.com/aced-differentiate/auto-electrocatalyst-discovery
model_dielectric,https://github.com/uw-cmg/model_dielectric
model_debyeT_aflow,https://github.com/uw-cmg/model_debyeT_aflow
model_bandgap,https://github.com/uw-cmg/model_bandgap
aim2dat,https://github.com/aim2dat/aim2dat
CrystalGenerativeModels,https://github.com/fangzel/CrystalGenerativeModels
ChemAPI,https://github.com/remiBoudreau/ChemAPI
dash-fastapi-public,https://github.com/nrdavid/dash-fastapi-public
RGNN,https://github.com/hustmeng/RGNN
boltztrap2_aims_utils,https://github.com/yaoyi92/boltztrap2_aims_utils
ArtiSAN_Clean,https://github.com/Jotels/ArtiSAN_Clean
mdproptools,https://github.com/molmd/mdproptools
topaspy,https://github.com/tom-wood/topaspy
Make_QE_file,https://github.com/souno1218/Make_QE_file
cp2k_utils,https://github.com/isaacmackley/cp2k_utils
xsorb,https://github.com/Enry99/xsorb
DiabetesPredictionApp,https://github.com/ifylala/DiabetesPredictionApp
UVVIS,https://github.com/Songyosk/UVVIS
HTESP,https://github.com/Neraaz/HTESP
radDefects,https://github.com/hauck-as/radDefects
spacetime-sym,https://github.com/bogdan-tanygin/spacetime-sym
dflow-galaxy,https://github.com/link89/dflow-galaxy
dftutils,https://github.com/Alexandre-M-Silva/dftutils
crystal-design,https://github.com/chandar-lab/crystal-design
COGITO_COHP,https://github.com/olipemil/COGITO_COHP
teaching-student-strategy,https://github.com/A-zhudong/teaching-student-strategy
EwaldThis,https://github.com/smarwin/EwaldThis
MPDD-X,https://github.com/amkrajewski/MPDD-X
435,https://github.com/originalmaker123/435
mol,https://github.com/wladerer/mol
ocp_poetry,https://github.com/nyakiri0726/ocp_poetry
predict_properties,https://github.com/antonf-ekb/predict_properties
MaterialsSearching,https://github.com/DCChemistry/MaterialsSearching
dnaZymeWeb,https://github.com/GenerativeMolMachines/dnaZymeWeb
QD4CSP,https://github.com/adaptive-intelligent-robotics/QD4CSP
MatDesign,https://github.com/Jiaxuan-Ma/MatDesign
django-porto,https://github.com/aakmalf/django-porto
Python-Programming-Fundamentals,https://github.com/MichaelAPC04/Python-Programming-Fundamentals
CrystaLLM,https://github.com/lantunes/CrystaLLM
GPS-TS,https://github.com/CoReACTER/GPS-TS
cathodedataextractor,https://github.com/GGNoWayBack/cathodedataextractor
QtDraw,https://github.com/CMT-MU/QtDraw
xsam,https://github.com/mikmaksi/xsam
band-gaps,https://github.com/m-k-S/band-gaps
GenerativeModels,https://github.com/CibranLopez/GenerativeModels
elastool_aims,https://github.com/yaoyi92/elastool_aims
MOF-Generator-,https://github.com/shazam37/MOF-Generator-
aiida-aimall,https://github.com/kmlefran/aiida-aimall
DenseGNN,https://github.com/dhw059/DenseGNN
MOFDiff,https://github.com/microsoft/MOFDiff
nomad,https://github.com/northvolt/nomad
Material_Attention_Network,https://github.com/lllangWV/Material_Attention_Network
ga-tech-workshop,https://github.com/CitrineInformatics/ga-tech-workshop
MOQD-CSP,https://github.com/adaptive-intelligent-robotics/MOQD-CSP
express,https://github.com/Exabyte-io/express
crystal_band_gap,https://github.com/mdhyaksa/crystal_band_gap
care,https://github.com/LopezGroup-ICIQ/care
Periodic-Set-Transformer,https://github.com/jonathanBalasingham/Periodic-Set-Transformer
defects_workflow,https://github.com/ireaml/defects_workflow
crystal-viewer,https://github.com/pragmatic-dash/crystal-viewer
openmx-wf,https://github.com/tsaie79/openmx-wf
HEA_prediction,https://github.com/nicholasjbeaver/HEA_prediction
TrajectoryTools,https://github.com/ChrisDavi3s/TrajectoryTools
Interstitial-Finder,https://github.com/sata-deep/Interstitial-Finder
optimade-maker,https://github.com/materialscloud-org/optimade-maker
MineralPhysics,https://github.com/jakeacquadro/MineralPhysics
pyCSRO,https://github.com/yanglonggroup/pyCSRO
VibraNT,https://github.com/ninarina12/VibraNT
material-project,https://github.com/volyachka/material-project
WF-RF-Model,https://github.com/d2r2group/WF-RF-Model
GANN,https://github.com/YuanbinLiu/GANN
compare_geoms,https://github.com/kumaranu/compare_geoms
plastic-crystal-predictor,https://github.com/badw/plastic-crystal-predictor
DeltaSpinKit,https://github.com/caizefeng/DeltaSpinKit
crystal-gnn-pyg,https://github.com/hspark1212/crystal-gnn-pyg
PACMANCharge_web,https://github.com/sxm13/PACMANCharge_web
CrystalSpace,https://github.com/WMD-group/CrystalSpace
PT-app,https://github.com/DGLadha/PT-app
CAGSTGMN,https://github.com/tsimiho/CAGSTGMN
ABACUS-Pseudopot-Nao-Square,https://github.com/kirk0830/ABACUS-Pseudopot-Nao-Square
nebmake-mol,https://github.com/ShaneLogic/nebmake-mol
gColabNotebooks,https://github.com/p14c31355/gColabNotebooks
Lab,https://github.com/lakhanlaldft/Lab
cif2x,https://github.com/issp-center-dev/cif2x
PrEnergy,https://github.com/m-v-arruda/PrEnergy
TransLNP,https://github.com/wklix/TransLNP
jaqpotpy,https://github.com/ntua-unit-of-control-and-informatics/jaqpotpy
TomatoDiseaseClassificationDetection,https://github.com/suryachand2k1/TomatoDiseaseClassificationDetection
gemdat-notebooks,https://github.com/GEMDAT-repos/gemdat-notebooks
CoGN_PyG,https://github.com/vedant-kodolkar/CoGN_PyG
singing-materials-online,https://github.com/NU-CEM/singing-materials-online
StructurePrompting,https://github.com/nguyennd9192/StructurePrompting
e3nn-eform,https://github.com/rpw199912j/e3nn-eform
CrysX-CompChem-File-Converter,https://github.com/manassharma07/CrysX-CompChem-File-Converter
vasp_scripts,https://github.com/Pravanop/vasp_scripts
DigitalBeamline,https://github.com/AI-multimodal/DigitalBeamline
matgfn,https://github.com/flaviucipcigan/matgfn
deep-crystallography-public,https://github.com/gabeguo/deep-crystallography-public
polyflexmd,https://github.com/RikiTikkiTavi/polyflexmd
dp-cdvae,https://github.com/trachote/dp-cdvae
atomate-CRD,https://github.com/mbagheri20/atomate-CRD
pydefect_2d,https://github.com/kumagai-group/pydefect_2d
materials_discovery,https://github.com/google-deepmind/materials_discovery
Eliashberg,https://github.com/TheoWeinberger/Eliashberg
ionic-sub-RS,https://github.com/jnbrodrigues/ionic-sub-RS
Single-Cell-Perturbations-dl-project,https://github.com/antoniibelyshev/Single-Cell-Perturbations-dl-project
aiidalab-qe-muon,https://github.com/aiidalab/aiidalab-qe-muon
community-tools,https://github.com/CitrineInformatics/community-tools
pymatgen-io-validation,https://github.com/materialsproject/pymatgen-io-validation
struct-searcher,https://github.com/t-iwamura/struct-searcher
BayesianOpt4dftu,https://github.com/caizefeng/BayesianOpt4dftu
puffin,https://github.com/qcscine/puffin
cdvae-replica,https://github.com/packer-jp/cdvae-replica
nomad-parser-plugin-abacus,https://github.com/nomad-coe/nomad-parser-plugin-abacus
pseudodojo,https://github.com/PseudoDojo/pseudodojo
Jah-Podi-Poneis,https://github.com/Servilha-coder/Jah-Podi-Poneis
dfml-alter,https://github.com/ahao121388/dfml-alter
hpc_results_v3.0,https://github.com/mlcommons/hpc_results_v3.0
eunomia,https://github.com/mehradans92/eunomia
deftpy2,https://github.com/ethannussinov/deftpy2
surfflow,https://github.com/fyalcin/surfflow
CAMIWorkshop,https://github.com/andim53/CAMIWorkshop
glass-cluster,https://github.com/hongthepotato/glass-cluster
dpexample,https://github.com/beform88/dpexample
vsh,https://github.com/wladerer/vsh
2D-mag-GNN,https://github.com/rashigeek/2D-mag-GNN
QSAR,https://github.com/tahiri-lab/QSAR
MaterialsDeepLearning,https://github.com/andim53/MaterialsDeepLearning
IMCATHEA,https://github.com/subediupadesh/IMCATHEA
ASR_model,https://github.com/uw-cmg/ASR_model
deftpy_test,https://github.com/avi-i/deftpy_test
Crystal_DAkit,https://github.com/ixsluo/Crystal_DAkit
GBFS4MPPML,https://github.com/Songyosk/GBFS4MPPML
OgreInterface-app,https://github.com/DerekDardzinski/OgreInterface-app
TutorialAtomate2Forcefields,https://github.com/JaGeo/TutorialAtomate2Forcefields
OgreInterface-eforge,https://github.com/DerekDardzinski/OgreInterface-eforge
matsciml,https://github.com/IntelLabs/matsciml
MOF-Py,https://github.com/skethirajan/MOF-Py
MaMoMo,https://github.com/Curtaz/MaMoMo
cinola-pyiron-workflow,https://github.com/s4b7r/cinola-pyiron-workflow
sumo,https://github.com/skyakb1/sumo
ex_matgl,https://github.com/pfnet-research/ex_matgl
MPpredictor,https://github.com/NU-CUCIS/MPpredictor
MaterialsDataCollection,https://github.com/materialsCnicCas/MaterialsDataCollection
OgreInterface-webapp,https://github.com/DerekDardzinski/OgreInterface-webapp
asimtools,https://github.com/BattModels/asimtools
SyFES,https://github.com/foxtran/SyFES
IFermi,https://github.com/fermisurfaces/IFermi
DeepMuon,https://github.com/Airscker/DeepMuon
chic,https://github.com/tcnicholas/chic
LRURec,https://github.com/yueqirex/LRURec
gptchem,https://github.com/kjappelbaum/gptchem
pymaterials,https://github.com/materials-toolkits/pymaterials
Crescendo,https://github.com/matthewcarbone/Crescendo
VolumeElement-Potentials,https://github.com/binxi0629/VolumeElement-Potentials
awesome_atomistic_visualizations,https://github.com/danieleongari/awesome_atomistic_visualizations
embedding,https://github.com/nanofecu/embedding
AreaC-Tutorial-CECAM-2023,https://github.com/FAIRmat-NFDI/AreaC-Tutorial-CECAM-2023
RL_materials_generation,https://github.com/eltonpan/RL_materials_generation
iBRNet,https://github.com/GuptaVishu2002/iBRNet
CADS_latest_kurihara,https://github.com/fumifumikurikuri0425/CADS_latest_kurihara
MPEA_HV-EL,https://github.com/Sachinscnpdl/MPEA_HV-EL
ai2mc-kit,https://github.com/lhycms/ai2mc-kit
vasp_manager,https://github.com/dgaines2/vasp_manager
moxel,https://github.com/adosar/moxel
crystal-gnn,https://github.com/hspark1212/crystal-gnn
randomcarbon,https://github.com/modl-uclouvain/randomcarbon
MICON,https://github.com/microsoft/MICON
pulgon_tools,https://github.com/pulgon-project/pulgon_tools
QuantumNet,https://github.com/Xiaoyu-Ouyang/QuantumNet
XRD_MARS,https://github.com/teddyalexandre/XRD_MARS
Axiomatic-Aggregations-of-Abductive-Explanations,https://github.com/elitalobo/Axiomatic-Aggregations-of-Abductive-Explanations
neural-structure-field,https://github.com/omron-sinicx/neural-structure-field
dos-plotter,https://github.com/ugognw/dos-plotter
ml2dft,https://github.com/joaocassianox7x/ml2dft
RMC-fung-,https://github.com/henryjiang1/RMC-fung-
StarryNN-TE,https://github.com/kumagallium/StarryNN-TE
ParetoCSP,https://github.com/sadmanomee/ParetoCSP
pycoordinationnet,https://github.com/pbenner/pycoordinationnet
htdft-uq,https://github.com/CitrineInformatics-ERD-public/htdft-uq
crystalview,https://github.com/resnant/crystalview
pyEQL,https://github.com/KingsburyLab/pyEQL
Ternary-Metal-Nitrides-Research,https://github.com/ayieko168/Ternary-Metal-Nitrides-Research
pycrystallography,https://github.com/kvmani/pycrystallography
aiida_core,https://github.com/greschd/aiida_core
aiida-vasp,https://github.com/greschd/aiida-vasp
graph_id_supp_info,https://github.com/kmu/graph_id_supp_info
rafbl,https://github.com/lcmd-epfl/rafbl
M2Hub,https://github.com/yuanqidu/M2Hub
AlumSphere,https://github.com/manipta/AlumSphere
AlphaMat,https://github.com/CodingWZL/AlphaMat
smiles-cl,https://github.com/Rostlab/smiles-cl
WFacer,https://github.com/CederGroupHub/WFacer
dlio_ml_workloads,https://github.com/kaushikvelusamy/dlio_ml_workloads
pid_PORMAKE,https://github.com/SanggyuChong/pid_PORMAKE
r4-project,https://github.com/epfl-theos/r4-project
RIPER-Tools-for-TURBOMOLE,https://github.com/manassharma07/RIPER-Tools-for-TURBOMOLE
autoplex,https://github.com/autoatml/autoplex
XDATCAR_extractor,https://github.com/fforrester/XDATCAR_extractor
material_calc,https://github.com/souliot/material_calc
matcalc,https://github.com/materialsvirtuallab/matcalc
FTCP-pytorch,https://github.com/irumeria/FTCP-pytorch
humanactivityrecognition_portfolio,https://github.com/rakawanegan/humanactivityrecognition_portfolio
mofstructure,https://github.com/bafgreat/mofstructure
MEGNetSparse,https://github.com/HSE-LAMBDA/MEGNetSparse
molgnn,https://github.com/mesfind/molgnn
tinnet_website,https://github.com/SaiNikhita/tinnet_website
HamGNN,https://github.com/QuantumLab-ZY/HamGNN
potdata,https://github.com/wengroup/potdata
python-powder-diffraction,https://github.com/jschuetzke/python-powder-diffraction
CGCNN_4_binding_energy,https://github.com/AtrCheema/CGCNN_4_binding_energy
MDsampler,https://github.com/bowen-bd/MDsampler
airss-m3gnet-test,https://github.com/zhubonan/airss-m3gnet-test
crysmmnet,https://github.com/kdmsit/crysmmnet
catflow,https://github.com/Cloudac7/catflow
matten,https://github.com/wengroup/matten
gnn-nas,https://github.com/ojimenezn/gnn-nas
singularity-requirements,https://github.com/andy-bridger/singularity-requirements
supercon2,https://github.com/lfoppiano/supercon2
api-examples,https://github.com/Exabyte-io/api-examples
teaching_ds_2023,https://github.com/beritzellerplumhoff/teaching_ds_2023
mp-time-split,https://github.com/sparks-baird/mp-time-split
pthm,https://github.com/elton-ogoshi/pthm
RAC-models,https://github.com/MihirJagtap/RAC-models
dephasing-code-base,https://github.com/jacopos86/dephasing-code-base
ChecMatE,https://github.com/yxguo1021/ChecMatE
phiddle,https://github.com/MingChiangChang/phiddle
diffusion-atoms,https://github.com/findooshka/diffusion-atoms
GEMDAT,https://github.com/GEMDAT-repos/GEMDAT
suballoy,https://github.com/danielcieslinski/suballoy
elastML,https://github.com/sbanik2/elastML
HEAPML,https://github.com/sarmigan/HEAPML
Enhancing_ReaxFF,https://github.com/paolodeangelis/Enhancing_ReaxFF
CALYPSO-kit,https://github.com/ICCMS-CALYPSO/CALYPSO-kit
previsao-renda,https://github.com/jessedatawiz/previsao-renda
crystalPre,https://github.com/TheBestOrNothing-gwh/crystalPre
BPNN,https://github.com/y1u0d2a1i/BPNN
Uni-Mol,https://github.com/deepmodeling/Uni-Mol
mof-adsorbate-initializer,https://github.com/Andrew-S-Rosen/mof-adsorbate-initializer
aimsflow,https://github.com/jic198/aimsflow
cGAN_demo,https://github.com/dovahkiin0022/cGAN_demo
APEX,https://github.com/deepmodeling/APEX
TransWorldNG,https://github.com/SACLabs/TransWorldNG
MetaEvent,https://github.com/Yueeeeeeee/MetaEvent
PiezoTensorNet,https://github.com/Sachinscnpdl/PiezoTensorNet
Advanced_Jobflow_Tutorial,https://github.com/JaGeo/Advanced_Jobflow_Tutorial
BiCrystal,https://github.com/tilaskabengele/BiCrystal
CALYPSO-Bohrium,https://github.com/ICCMS-CALYPSO/CALYPSO-Bohrium
matbench-genmetrics,https://github.com/sparks-baird/matbench-genmetrics
PDynA,https://github.com/WMD-group/PDynA
pyPhaseLabel,https://github.com/MingChiangChang/pyPhaseLabel
