full_name,repo_url
aiida-impuritysupercellconv,https://github.com/positivemuon/aiida-impuritysupercellconv
curie,https://github.com/m-k-S/curie
deepatom,https://github.com/selvachandrasekaranselvaraj/deepatom
librecalphad,https://github.com/mfrichtl/librecalphad
Model,https://github.com/TechShtormHackaton/Model
AI-enabled-HTE-Li-Production,https://github.com/shmouses/AI-enabled-HTE-Li-Production
NLP_LLM_RAGAgent_PromptEngineering,https://github.com/hasanjawad001/NLP_LLM_RAGAgent_PromptEngineering
MEGnet-BTP,https://github.com/SAI-ADITY-A/MEGnet-BTP
findmagsym,https://github.com/yuanlinding/findmagsym
credit-scoring-demo,https://github.com/Kubar-Labs/credit-scoring-demo
xtal_lego,https://github.com/MaterSim/xtal_lego
BlockMed,https://github.com/an4Clar4/BlockMed
unconvbench,https://github.com/howardwang1997/unconvbench
SLICES,https://github.com/xiaohang007/SLICES
materials_code,https://github.com/1767391352/materials_code
Inverse-Design-of-Materials-with-AI,https://github.com/ayieko168/Inverse-Design-of-Materials-with-AI
RMC-fung,https://github.com/henryyjiang/RMC-fung
SHG_dev,https://github.com/jduffy0121/SHG_dev
