full_name,description,fork,created_at,updated_at,pushed_at,homepage,size,stargazers_count,language,has_issues,has_wiki,has_pages,forks_count,mirror_url,open_issues_count,default_branch,subscribers_count,uuid,source_name,license,private,contributions_count,has_readme,has_changelog,has_contributing,has_license,has_coc,has_threat_model,has_audit,status,last_synced_at,rank,host_type,host_domain,name,scm,fork_policy,github_id,pull_requests_enabled,logo_url,github_contributions_count,keywords,code_of_conduct_url,contribution_guidelines_url,funding_urls,security_policy_url
crystaldevs/CRYSTALClear,Python framework for the CRYSTAL code.,False,2024-07-26T07:36:00.925Z,2025-09-02T12:44:03.065Z,2025-09-02T12:42:38.000Z,https://crystaldevs.github.io/CRYSTALClear/,10073.0,10.0,Python,True,False,True,6,,0.0,main,1.0,833193670,,MIT,False,7,README.md,,,LICENSE.txt,,,,,2025-09-02T12:44:03.064Z,7,GitHub,,CRYSTALClear,git,,833193670,,,7,[],,,[],
TRI-AMDD/trixs,Toyota Research Institute X-ray Spectroscopy. Tools for machine learning of XANES.,False,2020-06-05T01:49:08.000Z,2022-07-08T08:30:37.000Z,2022-01-31T17:13:28.000Z,,9084.0,10.0,Jupyter Notebook,True,True,False,8,,0.0,Torrisi_XANES_RF_2020,6.0,269505664,,Apache-2.0,False,4,README.md,,,LICENSE,,,,,2020-07-09T02:41:28.906Z,3,GitHub,,,git,,269505664,,,4,[],,,[],
HouGroup/InterOptimus,High-throughput simulation for crystalline interfaces,False,2024-12-09T16:37:05.757Z,2025-06-25T10:56:04.226Z,2025-06-25T09:49:38.000Z,,33948.0,10.0,Jupyter Notebook,True,False,False,5,,1.0,master,0.0,879814624,,MIT,False,1,README.md,,,LICENSE,,,,,2025-06-25T10:56:04.226Z,5,GitHub,,InterOptimus,git,,879814624,,,1,[],,,[],
mcgalcode/pylattica,"A simple framework for prototyping lattice evolution simulations e.g. cellular automata, lattice gas simulations, lattice Monte Carlo etc.",False,2022-03-10T01:32:43.000Z,2025-01-20T22:05:18.642Z,2025-01-20T22:00:14.000Z,https://mcgalcode.github.io/pylattica/,19559.0,10.0,Python,True,True,True,2,,2.0,master,2.0,468152378,,Other,False,1,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-01-20T22:05:18.640Z,5,GitHub,,pylattica,git,,468152378,,,1,"['chemistry', 'lattice', 'materials-science', 'simulation']",https://github.com/mcgalcode/pylattica/blob/master/CODE_OF_CONDUCT.md,https://github.com/mcgalcode/pylattica/blob/master/CONTRIBUTING.md,[],
aiidateam/aiida-wannier90,AiiDA plugin for the Wannier90 code,False,2017-07-17T13:04:39.000Z,2024-05-10T12:25:17.574Z,2024-05-10T10:33:36.000Z,https://aiida-wannier90.readthedocs.io,3101.0,9.0,Python,True,True,False,12,,9.0,main,8.0,97476957,,Other,False,10,README.md,CHANGELOG.md,,LICENSE.txt,,,,,2024-05-10T12:25:17.573Z,7,GitHub,,aiida-wannier90,git,,97476957,,,10,[],,,[],
dgaines2/vasp_manager,"Automatically run VASP relaxation, static, bulk moduli, and elastic calculations",False,2022-06-23T22:56:32.000Z,2025-08-12T07:02:06.360Z,2025-08-12T07:00:07.000Z,,157025.0,8.0,Python,True,False,True,5,,0.0,main,1.0,506814093,,MIT,False,1,README.md,CHANGELOG.md,,LICENSE.md,,,,,2025-08-12T07:02:06.359Z,5,GitHub,,vasp_manager,git,,506814093,,,1,[],,,[],
pyiron/pyiron_contrib,User developments to extend and modify core pyiron functionality,False,2019-12-09T10:25:08.000Z,2025-06-24T08:42:10.388Z,2025-06-24T08:40:52.000Z,https://pyiron.org,80448.0,8.0,Python,True,True,False,12,,39.0,main,7.0,226844303,,BSD-3-Clause,False,19,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2024-08-02T14:57:15.212Z,7,GitHub,,pyiron_contrib,git,,226844303,,,19,"['dft', 'molecular-dynamics', 'pyiron', 'python']",https://github.com/pyiron/pyiron_contrib/blob/main/CODE_OF_CONDUCT.md,,[],
sbanik2/CASTING,A Continuous Action Space Tree search for INverse desiGn (CASTING) ,False,2022-12-05T01:40:45.000Z,2023-11-22T00:21:59.426Z,2023-11-22T00:10:26.000Z,https://sbanik2.github.io/CASTING/,2281.0,8.0,Python,True,True,True,3,,0.0,main,2.0,574296435,,MIT,False,1,README.md,,,LICENSE,,,,,2023-11-22T00:21:59.425Z,6,GitHub,,,git,,574296435,,,1,[],,,[],
DorianDepriester/Elasticipy,A python toolkit to perform common tensor operations in Continuum Mechanics,False,2024-11-20T19:48:02.073Z,2025-08-26T21:16:39.846Z,2025-07-20T19:55:41.000Z,https://pypi.org/project/elasticipy/,5905.0,8.0,Python,True,False,False,3,,0.0,main,1.0,876162900,,MIT,False,1,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-08-26T21:16:39.844Z,6,GitHub,,Elasticipy,git,,876162900,,,1,"['continuum-mechanics', 'materials-science', 'mechanical-engineering', 'mechanics-of-materials']",https://github.com/DorianDepriester/Elasticipy/blob/main/CODE_OF_CONDUCT.md,https://github.com/DorianDepriester/Elasticipy/blob/main/CONTRIBUTING.md,[],
pyiron/structuretoolkit,"build, analyse and visualise atomistic structures for materials science",False,2023-03-03T20:37:02.000Z,2025-08-13T04:25:26.674Z,2025-08-13T04:23:26.000Z,,48880.0,8.0,Python,True,False,False,1,,20.0,main,5.0,609308566,,BSD-3-Clause,False,39,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2025-08-13T04:25:26.673Z,5,GitHub,,structuretoolkit,git,,609308566,,,39,"['ase', 'atomistic', 'materials-science', 'pyiron']",https://github.com/pyiron/structuretoolkit/blob/main/CODE_OF_CONDUCT.md,,[],
materialsalchemist/oganesson,,False,2023-05-09T00:48:35.000Z,2025-07-14T23:01:07.204Z,2025-07-10T15:59:38.000Z,,2785.0,8.0,Python,True,True,False,2,,1.0,main,0.0,638040480,,MIT,False,1,README.md,CHANGELOG.md,CONTRIBUTING.rst,LICENSE,,,,,2024-09-30T04:01:44.320Z,5,GitHub,,oganesson,git,,638040480,,,1,[],,https://github.com/materialsalchemist/oganesson/blob/main/CONTRIBUTING.rst,[],
lrcfmd/LEAF,Local Environment-based Atomic Features,False,2024-12-03T19:54:31.927Z,2024-12-19T10:06:02.342Z,2024-12-19T09:47:23.000Z,,28512.0,8.0,Python,False,True,False,1,,0.0,main,0.0,508723039,,MIT,False,1,README.md,,,LICENSE,,,,,2024-12-19T10:06:02.342Z,4,GitHub,,LEAF,git,,508723039,,,1,[],,,[],
zhubonan/castepxbin,Reading binary files generated by CASTEP in Python,False,2020-05-20T15:50:03.000Z,2023-01-15T08:32:20.000Z,2023-05-06T06:42:32.000Z,,5397.0,8.0,Python,True,True,True,2,,0.0,master,2.0,265613666,,MIT,False,3,README.md,,,LICENSE,,,,,2023-05-06T06:44:10.144Z,5,GitHub,,,git,,265613666,,,3,[],,,[],
connorourke/crystal_torture,"crystal_torture: A crystal structure analysis code, allowing site tortuosity to be calculated.",False,2018-07-03T14:27:44.000Z,2025-06-09T18:03:02.739Z,2025-06-09T17:55:00.000Z,,14217.0,7.0,Python,True,True,True,2,,0.0,main,2.0,139595328,,MIT,False,3,README.md,,,LICENSE,,,,,2025-06-09T18:03:02.738Z,5,GitHub,,crystal_torture,git,,139595328,,,3,[],,,[],
lerandc/construction_zone,"Modules for generating nanoscale+ atomic scenes, primarily using pymatgen as generators with S/TEM image simulation in mind",False,2020-05-06T14:05:05.000Z,2022-11-01T01:02:38.000Z,2023-01-04T19:43:32.000Z,,7025.0,7.0,Python,True,True,False,1,,11.0,dev,3.0,261777347,,GPL-3.0,False,1,README.md,,,LICENSE.txt,,,,,2022-09-20T17:40:48.083Z,5,GitHub,,,git,,261777347,,,1,[],,,[],
PatrickJTaylor/pengWann,A lightweight Python package for calculating descriptors of chemical bonding and local electronic structure from Wannier functions.,False,2024-12-25T02:00:37.308Z,2025-04-17T21:33:02.805Z,2025-04-17T21:22:35.000Z,https://pengwann.readthedocs.io,97601.0,7.0,Python,True,True,False,1,,2.0,main,1.0,846280702,,GPL-3.0,False,3,README.md,,docs/CONTRIBUTING.md,LICENSE,,,,,2025-04-17T21:33:02.803Z,5,GitHub,,pengWann,git,,846280702,,,3,"['chemical-bonding', 'python', 'wannier-functions']",,https://github.com/PatrickJTaylor/pengWann/blob/main/docs/CONTRIBUTING.md,[],
sparks-baird/mp-time-split,Use time-splits for Materials Project entries for generative modeling benchmarking.,False,2022-06-02T01:13:26.000Z,2022-12-24T22:02:22.000Z,2023-06-01T09:34:50.000Z,https://mp-time-split.readthedocs.io/,1856.0,7.0,Jupyter Notebook,True,True,False,0,,5.0,main,0.0,498948245,,MIT,False,1,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE.txt,,,,,2022-08-10T19:04:20.488Z,6,GitHub,,,git,,498948245,,,1,"['generative', 'materials-informatics', 'materials-project', 'materials-science', 'time-series-forecasting']",,,[],
Shibu778/defectpl,A unified package for post-processing optical properties of point defects from first principles calculation.,False,2024-10-23T06:51:02.593Z,2025-06-24T07:40:09.571Z,2025-06-24T07:38:17.000Z,https://shibu778.github.io/defectpl/,15386.0,7.0,Python,True,True,True,2,,5.0,main,1.0,877074777,,MIT,False,2,README.md,,,LICENSE,,,,,2025-06-24T07:40:09.570Z,6,GitHub,,defectpl,git,,877074777,,,2,[],,,[],
CitrineInformatics/smlb,Scientific Machine Learning Benchmark (smlb),False,2020-06-02T02:41:29.000Z,2024-01-24T21:12:30.289Z,2023-07-20T03:47:36.000Z,,2534.0,6.0,Python,True,True,False,2,,3.0,master,26.0,268684186,,Apache-2.0,False,7,README.md,,docs/contributing.md,LICENSE,,,,,2021-07-09T18:36:31.880Z,4,GitHub,,,git,,268684186,,,7,[],,,[],
costrouc/pymatgen-lammps,,False,2019-07-28T18:40:11.000Z,2023-12-24T15:14:09.674Z,2021-08-09T22:23:44.000Z,,272.0,6.0,Python,True,True,False,2,,2.0,master,3.0,199324275,,MIT,False,1,README.md,CHANGELOG.md,,LICENSE,,,,,2023-12-24T15:14:09.673Z,4,GitHub,,,git,,199324275,,,1,[],,,[],
coudertlab/amof,A python package to analyze Molecular Dynamics (MD) trajectories of amorphous Metal-Organic Frameworks (MOFs).,False,2022-09-29T14:28:47.000Z,2023-08-29T18:42:31.299Z,2023-08-29T10:23:16.000Z,,1009.0,6.0,Python,True,False,False,0,,1.0,main,1.0,543167630,,MIT,False,2,README.md,,,LICENSE.txt,,,,,2023-08-29T18:42:31.298Z,4,GitHub,,,git,,543167630,,,2,[],,,[],
materialsproject/gbml,Gradient Boosting Machine-Locfit: A GBM framework using local regresssion via Locfit.,False,2016-03-15T21:11:51.000Z,2025-09-04T19:15:43.291Z,2021-05-12T20:05:53.000Z,http://ect.bell-labs.com/sl/project/locfit/index.html,2838.0,6.0,C,True,True,False,6,,4.0,master,12.0,53978825,,Other,False,6,README.md,,,LICENSE,,,,,2021-05-13T01:18:17.415Z,7,GitHub,,gbml,git,,53978825,,,6,[],https://github.com/materialsproject/.github/blob/main/.github/code_of_conduct.md,,[],
ab5424/agility,Repository for the Atomistic Grain Boundary and Interface Utility.,False,2024-04-10T13:33:01.456Z,2025-06-14T10:10:38.850Z,2025-06-14T10:02:56.000Z,,9563.0,6.0,Python,True,True,False,1,,5.0,main,1.0,411704224,,MIT,False,3,README.md,,,LICENSE,,,,,2025-06-14T10:10:38.846Z,5,GitHub,,agility,git,,411704224,,,3,[],,,[],
Exabyte-io/api-examples,"Example usage of Exabyte.io platform through its RESTful API: programmatically create materials and modeling workflows, execute simulations on the cloud, analyze data and build machine learning models",False,2024-03-30T02:19:00.558Z,2025-08-26T20:49:19.638Z,2025-08-26T20:46:52.000Z,https://exabyte-io.github.io/api-examples/,52670.0,6.0,Jupyter Notebook,True,True,True,4,,14.0,dev,9.0,154254526,,,False,8,README.ipynb,,,,,,,,2025-08-26T20:49:19.636Z,6,GitHub,,api-examples,git,,154254526,,,8,"['exabyte-io', 'jupyter', 'jupyter-notebook', 'machine-learning', 'materials', 'materials-design', 'materials-genome', 'materials-informatics', 'materials-science', 'python']",,,[],
sxm13/CoREMOF_tools,A Python Package used for CoRE MOF Database,False,2025-02-27T17:03:41.902Z,2025-05-31T15:30:03.029Z,2025-05-31T14:49:03.000Z,https://mof-db.pusan.ac.kr/,534923.0,6.0,Python,True,False,False,1,,0.0,main,1.0,938553535,,CC-BY-4.0,False,3,README.md,,,LICENSE,,,,,2025-05-31T15:30:03.027Z,5,GitHub,,CoREMOF_tools,git,,938553535,,,3,"['cif', 'database', 'mof', 'tools']",,,[],
kjappelbaum/oximachine_featurizer,featurizing MOFs for the oximachine,False,2019-08-20T10:54:12.000Z,2023-08-27T22:32:02.876Z,2023-08-27T22:31:36.000Z,,74708.0,5.0,Jupyter Notebook,True,True,False,4,,7.0,main,4.0,203357346,,MIT,False,4,README.md,CHANGELOG.md,,LICENSE,,,,,2023-08-27T22:32:02.864Z,4,GitHub,,,git,,203357346,,,4,"['csd', 'machine-learning', 'mofs', 'oxidation-states', 'oximachine']",,,[],
kjappelbaum/element-coder,Encode chemical elements numerically and decode numerical representations of elements.,False,2022-06-12T12:38:58.000Z,2023-03-25T01:37:24.000Z,2023-04-04T06:39:44.000Z,https://element-coder.readthedocs.io/en/latest/?badge=latest,1092.0,5.0,Python,True,True,False,0,,10.0,main,3.0,502612149,,MIT,False,1,README.md,,CONTRIBUTING.rst,LICENSE,,,,,2022-12-19T08:16:10.310Z,6,GitHub,,,git,,502612149,,,1,"['chemical-elements', 'chemistry', 'decoding', 'encoding', 'hacktoberfest', 'pettifor']",,,[],
aiidateam/aiida-optimade,OPTIMADE RESTful API implementation for AiiDA,False,2018-10-31T12:55:27.000Z,2023-11-06T20:48:04.682Z,2023-11-06T20:47:12.000Z,,119403.0,5.0,Python,True,True,False,6,,20.0,develop,3.0,155557399,,MIT,False,9,README.md,CHANGELOG.md,,LICENSE,,,,,2023-11-06T20:48:04.681Z,6,GitHub,,,git,,155557399,,,9,[],,,[],
hauck-as/findTDE,Set of scripts to facilitate easy calculations of threshold displacement energies for materials in VASP/LAMMPS using ab initio/classical molecular dynamics.,False,2024-06-25T15:56:31.670Z,2025-09-04T01:30:05.664Z,2025-09-04T01:28:43.000Z,https://findtde.readthedocs.io,11242.0,5.0,Python,True,True,False,1,,0.0,main,1.0,697377348,,MIT,False,1,README.md,,,LICENSE,,,,,2025-09-04T01:30:05.663Z,6,GitHub,,findTDE,git,,697377348,,,1,[],,,[],
lan496/nvcs,nglview wrapper for crystal structure,False,2021-11-01T11:32:00.000Z,2025-02-18T07:41:01.879Z,2025-02-18T07:40:12.000Z,,1739.0,4.0,Python,True,True,False,0,,1.0,develop,1.0,423441018,,MIT,False,1,README.md,CHANGELOG.md,,LICENSE,,,,,2025-02-18T07:41:01.878Z,5,GitHub,,nvcs,git,,423441018,,,1,"['materials-science', 'scientific-visualization']",,,[],
CMT-MU/QtDraw,3D drawing tool for molecules and crystals based on PyVista and Qt.,False,2023-05-20T07:26:39.000Z,2025-08-28T05:17:35.670Z,2025-08-28T05:13:39.000Z,https://cmt-mu.github.io/QtDraw/,51372.0,4.0,Python,True,True,True,0,,0.0,main,1.0,643128771,,MIT,False,1,,,,LICENSE,,,,,2025-08-28T05:17:35.669Z,6,GitHub,,QtDraw,git,,643128771,,,1,[],,,[],
BattModels/asimtools,Optimized workflow management and script handling for atomistic simulations,False,2023-04-25T17:26:01.000Z,2025-01-07T23:58:34.519Z,2025-01-06T20:41:26.000Z,,17283.0,4.0,Python,True,False,True,1,,7.0,main,2.0,632571573,,MIT,False,5,README.md,,CONTRIBUTING.md,LICENSE,,,,,2024-10-18T17:25:49.255Z,5,GitHub,,asimtools,git,,632571573,,,5,[],,https://github.com/BattModels/asimtools/blob/main/CONTRIBUTING.md,[],
MCresearch/aiida-abacus,AiiDA plugin for ABACUS,False,2025-09-05T17:59:01.077Z,2025-09-05T17:59:04.127Z,2025-09-05T17:00:18.000Z,https://aiida-abacus.readthedocs.io/,1229.0,4.0,Python,True,False,False,2,,6.0,develop,2.0,901943151,,MIT,False,2,README.md,,CONTRIBUTING.md,LICENSE,,,,,2025-09-05T17:59:04.127Z,4,GitHub,,aiida-abacus,git,,901943151,,,2,[],,https://github.com/MCresearch/aiida-abacus/blob/develop/CONTRIBUTING.md,[],
aim2dat/aim2dat,Repository of the aim2dat python package.,False,2024-03-05T16:33:44.000Z,2025-03-25T19:54:35.502Z,2025-03-18T13:29:02.000Z,https://aim2dat.github.io,18001.0,4.0,,True,True,False,5,,15.0,main,2.0,767630645,,LGPL-2.1,False,3,README.md,CHANGELOG,,LICENSE,,,,,2024-11-07T12:04:18.275Z,4,GitHub,,aim2dat,git,,767630645,,,3,[],,,[],
xraypy/larixite,"convert CIF data to inputs for XAS calculations with Feff, FDMNES, etc",False,2024-10-29T19:24:01.194Z,2025-09-05T03:28:16.529Z,2025-09-05T03:23:44.000Z,https://xraypy.github.io/larixite/,3994.0,4.0,Python,True,True,True,5,,2.0,main,10.0,872725148,,Other,False,3,README.md,,,LICENSE,,,,,2025-09-05T03:28:16.528Z,5,GitHub,,larixite,git,,872725148,,,3,[],,,[],
mturiansky/wavecar2unk,Converts the VASP WAVECAR to UNK files for wannier90.,False,2020-06-06T08:20:14.000Z,2020-06-09T07:13:41.112Z,2020-06-09T02:25:17.000Z,,6.0,4.0,Python,True,True,False,1,,0.0,master,1.0,269916906,,MIT,False,1,README.md,,,LICENSE,,,,,2020-06-09T07:13:41.095Z,3,GitHub,,,git,,269916906,,,1,"['materials-science', 'physics', 'vasp', 'wannier90']",,,[],
materialscloud-org/tools-barebone,A framework to develop apps that can be contributed in the Work/Tools section of the Materials Cloud,False,2018-07-19T07:06:41.000Z,2024-04-16T09:12:49.291Z,2023-11-22T14:29:20.000Z,https://www.materialscloud.org/work/tools,1132.0,4.0,Python,True,True,False,6,,3.0,develop,5.0,141538528,,Other,False,6,README.md,,,LICENSE.txt,,,,,2021-11-25T09:49:06.226Z,6,GitHub,,tools-barebone,git,,141538528,,,6,[],,,[],
Tonner-Zech-Group/VASP-tools,Our collection of tools for pre- and post-processing VASP calculations,True,2024-08-16T08:34:38.100Z,2025-05-27T09:06:26.177Z,2025-05-27T09:05:45.000Z,,134.0,4.0,Python,True,True,False,1,,0.0,main,1.0,572992877,patrickmelix/VASP-tools,MIT,False,0,README.md,,,LICENSE,,,,,2025-05-27T09:06:26.176Z,5,GitHub,,VASP-tools,git,,572992877,,,0,[],,,[],
wolearyc/ramannoodle,Efficiently compute off-resonance Raman spectra from first principles calculations (e.g. VASP) using polynomial models and ML/AI. ,False,2024-08-16T20:03:02.992Z,2024-10-04T01:13:43.527Z,2024-10-04T01:06:49.000Z,https://ramannoodle.readthedocs.io,11519.0,4.0,Python,True,False,False,2,,2.0,main,1.0,834370970,,MIT,False,3,README.md,,,LICENSE.txt,,,,,2024-10-04T01:13:43.526Z,5,GitHub,,ramannoodle,git,,834370970,,,3,"['density-functional-theory', 'graph-neural-networks', 'machine-learning', 'molecular-dynamics', 'molecular-dynamics-analysis', 'molecular-dynamics-trajectories', 'phonons', 'phonopy', 'polarizability', 'python', 'raman', 'raman-cross-section', 'raman-spectra', 'raman-spectroscopy', 'raman-spectrum', 'spectroscopy', 'vasp', 'vasp-calculations', 'vasp-processing', 'vibrational-analysis']",,,[],
rahulkhorana/PolyatomicComplexes,Representations of atomistic systems.,False,2024-09-24T19:41:02.285Z,2025-08-30T03:12:20.332Z,2025-08-20T22:02:18.000Z,,98851.0,4.0,Python,True,False,True,0,,12.0,master,1.0,774625049,,MIT,False,2,README.md,,contributing.md,LICENSE,,,,,2025-08-30T03:12:20.331Z,5,GitHub,,PolyatomicComplexes,git,,774625049,,,2,"['chemistry', 'gaussian-processes', 'molecular-representation-learning', 'molecules']",,https://github.com/rahulkhorana/PolyatomicComplexes/blob/master/contributing.md,[],
diegonti/mxgap,MXgap is a Machine Learning tool for quickly predicting the bandgap of MXene compounds with little to no effort.,False,2024-10-08T15:43:06.006Z,2025-02-20T11:19:02.687Z,2025-02-20T11:07:33.000Z,https://pypi.org/project/mxgap/,56054.0,3.0,Python,True,True,False,0,,0.0,master,2.0,869587879,,Other,False,1,README.md,,,LICENSE,,,,,2025-02-20T11:19:02.686Z,4,GitHub,,mxgap,git,,869587879,,,1,"['computational-chemistry', 'machine-learning', 'mxenes']",,,[],
chc273/mep,Minimum energy path tools for atomistic simulations,False,2019-08-08T18:48:43.000Z,2019-08-09T20:15:44.972Z,2019-08-09T19:45:19.000Z,,3230.0,3.0,Python,True,True,True,0,,0.0,master,1.0,201318341,,BSD-3-Clause,False,1,README.md,,,LICENSE.md,,,,,2019-08-09T20:15:44.970Z,3,GitHub,,,git,,201318341,,,1,[],,,[],
ehrhardtkm/pyHRMC,Tools for HRMC with total electron scattering,False,2024-10-07T16:18:45.856Z,2025-04-28T19:38:02.494Z,2025-04-28T19:27:00.000Z,,4701.0,3.0,Python,True,False,True,0,,0.0,main,2.0,858335350,,Other,False,1,README.md,,,LICENSE.md,,,,,2025-04-28T19:38:02.493Z,3,GitHub,,pyHRMC,git,,858335350,,,1,[],,,[],
sxm13/PACMAN,,False,2024-04-27T15:18:00.851Z,2024-06-01T07:13:18.951Z,2024-05-27T06:55:09.000Z,,629606.0,3.0,Python,True,False,False,1,,0.0,main,2.0,736051921,,MIT,False,2,README.md,,,LICENSE,,,,,2024-06-01T07:13:18.950Z,3,GitHub,,PACMAN,git,,736051921,,,2,[],,,[],
JuDFTteam/pymatgen-io-fleur,Pymatgen (https://pymatgen.org/) IO plugin for the LAPW code FLEUR (www.flapw.de),False,2021-08-07T09:14:14.000Z,2024-12-19T10:13:54.074Z,2024-11-04T17:01:34.000Z,,114.0,3.0,Python,True,True,False,0,,1.0,main,2.0,393635514,,MIT,False,2,README.rst,,,LICENSE,,,,,2023-05-05T12:25:55.560Z,4,GitHub,,pymatgen-io-fleur,git,,393635514,,,2,"['fleur', 'pymatgen']",,,[],
Exabyte-io/express,"ExPrESS: Exabyte Property Extractor, Sourcer, Serializer. A python package allowing to extract and standardize materials data from native format for physics-based simulation engines.",False,2017-08-01T02:16:21.000Z,2025-08-20T11:07:15.735Z,2025-07-23T21:36:16.000Z,,1330.0,3.0,Python,True,True,False,2,,3.0,main,9.0,98949355,,Other,False,12,README.md,,,LICENSE.md,,,,,2025-07-23T21:38:03.209Z,4,GitHub,,express,git,,98949355,,,12,"['density-functional-theory', 'materials', 'materials-design', 'materials-genome', 'materials-informatics', 'materials-science']",,,[],
aced-differentiate/auto_cat,Tools for automated structure generation of catalyst systems,False,2020-08-05T19:50:58.000Z,2022-11-22T01:17:57.000Z,2022-11-19T20:27:38.000Z,,1965.0,3.0,Python,True,True,True,0,,10.0,develop,3.0,285389783,,MIT,False,2,README.md,,CONTRIBUTING.md,LICENSE,,,,,2022-08-05T21:41:28.296Z,4,GitHub,,,git,,285389783,,,2,[],,,[],
caizefeng/vaspvis,A flexible and customizable library for visualizing electronic structure data from VASP calculations (maintained fork),False,2025-01-21T22:04:01.284Z,2025-08-13T19:30:05.686Z,2025-08-13T19:28:12.000Z,,70147.0,3.0,Python,True,True,False,0,,0.0,master,1.0,920272570,,MIT,False,2,README.md,,,LICENSE.txt,,,,,2025-08-13T19:30:05.685Z,4,GitHub,,vaspvis,git,,920272570,,,2,[],,,[],
aimat-lab/xrdpattern,"Python library for XrdPatterns including file import, file export and postprocessing functionalities",False,2024-02-08T18:44:44.000Z,2025-04-29T10:35:02.968Z,2025-04-29T10:23:51.000Z,,17995.0,3.0,C++,True,True,False,0,,0.0,main,1.0,754777255,,LGPL-2.1,False,1,README.md,,,LICENSE.txt,,,,,2025-04-29T10:35:02.967Z,4,GitHub,,xrdpattern,git,,754777255,,,1,"['diffraction-pattern', 'powder-diffraction']",,,[],
adosar/moxel,Python package for parallel calculation of energy voxels.,False,2024-05-01T15:43:00.691Z,2025-03-25T21:55:48.432Z,2025-03-24T22:26:53.000Z,https://moxel.readthedocs.io/en/stable/,7165.0,2.0,Python,True,False,False,2,,2.0,master,1.0,675085468,,GPL-3.0,False,2,README.md,,,LICENSE,,,,,2024-05-25T16:11:01.578Z,3,GitHub,,moxel,git,,675085468,,,2,"['deep-learning', 'feature-engineering', 'material-science', 'metal-organic-frameworks', 'porous-materials', 'reticular-chemistry', 'voxels']",,,[],
TY-Jeong/VacHopPy,python module for vacancy hopping analysis,False,2025-03-31T10:44:01.102Z,2025-07-04T00:58:02.855Z,2025-07-04T00:54:44.000Z,,244927.0,2.0,Python,True,False,False,0,,3.0,main,1.0,830783828,,MIT,False,1,README.md,,,LICENSE,,,,,2025-07-04T00:58:02.853Z,3,GitHub,,VacHopPy,git,,830783828,,,1,[],,,[],
Chung-Research-Group/MOFClassifier,,False,2025-07-17T15:53:01.542Z,2025-07-17T16:19:31.698Z,2025-07-17T16:02:17.000Z,,221090.0,2.0,Python,True,True,False,1,,0.0,main,0.0,1003337172,,CC-BY-4.0,False,2,README.md,,,LICENSE,,,,,2025-07-17T16:19:31.697Z,3,GitHub,,MOFClassifier,git,,1003337172,,,2,[],,,[],
mueslo/fplore,:open_file_folder: A library for evaluating data generated by FPLO runs :mortar_board:,False,2018-03-06T12:43:28.000Z,2025-02-12T10:12:05.256Z,2025-02-12T10:06:23.000Z,,193.0,2.0,Python,True,True,False,1,,5.0,master,3.0,124076990,,GPL-3.0,False,1,README.md,,,LICENSE,,,,,2025-02-12T10:12:05.255Z,3,GitHub,,fplore,git,,124076990,,,1,"['chemistry', 'dft', 'fplo', 'materials-science', 'physics']",,,[],
SWeav02/baderkit,A python implementation of Bader's charge analysis.,False,2025-06-17T15:08:01.554Z,2025-08-27T22:13:05.079Z,2025-08-27T22:11:14.000Z,,4014.0,2.0,Python,True,True,True,0,,2.0,main,0.0,993594998,,BSD-3-Clause,False,1,README.md,,,LICENSE.txt,,,,,2025-08-27T22:13:05.078Z,2,GitHub,,baderkit,git,,993594998,,,1,[],,,[],
amkrajewski/pqam-dparamhu2021,PyQAlloy-compatible Model for D Parameter Prediction Based on Yong-Jie Hu 2021 (10.1016/j.actamat.2021.116800),False,2023-04-28T17:29:38.000Z,2024-06-18T15:33:02.783Z,2024-06-18T15:31:50.000Z,,14565.0,2.0,R,True,True,False,0,,0.0,main,2.0,633964000,,,False,1,README.md,,,,,,,,2024-06-18T15:33:02.780Z,2,GitHub,,pqam-dparamhu2021,git,,633964000,,,1,[],,,[],
mctools/simplebuild-dgcode,dgcode: the Geant4-based simulation framework of the ESS Detector Group. Provided as simple-build-system bundles.,False,2023-11-02T12:37:34.000Z,2025-05-07T10:39:18.354Z,2025-05-07T10:32:09.000Z,https://mctools.github.io/simplebuild-dgcode/,13481.0,2.0,C++,True,False,True,1,,16.0,main,2.0,713393221,,Other,False,3,README.md,,,LICENSE,,,,,2025-05-07T10:39:18.353Z,5,GitHub,,simplebuild-dgcode,git,,713393221,,,3,[],,,[],
martin-eom/ssptools,Various specialized tools for working with input and output of VASP,False,2022-02-10T21:41:25.000Z,2023-06-28T12:50:06.291Z,2023-06-28T12:47:30.000Z,,51.0,2.0,Python,True,True,False,0,,0.0,main,1.0,457956660,,MIT,False,1,README.md,,,LICENSE,,,,,2023-06-28T12:50:06.271Z,4,GitHub,,,git,,457956660,,,1,[],,,[],
sponce24/aiida-abinit,,False,2020-10-08T09:40:56.000Z,2023-11-29T23:14:30.523Z,2023-10-04T11:58:46.000Z,,337.0,2.0,Python,True,True,False,4,,2.0,master,4.0,302294958,,Other,False,6,README.md,CHANGELOG.md,,LICENSE.txt,,,,,2023-11-29T23:14:30.522Z,4,GitHub,,,git,,302294958,,,6,[],,,[],
