full_name,description,fork,created_at,updated_at,pushed_at,homepage,size,stargazers_count,language,has_issues,has_wiki,has_pages,forks_count,mirror_url,open_issues_count,default_branch,subscribers_count,uuid,source_name,license,private,contributions_count,has_readme,has_changelog,has_contributing,has_license,has_coc,has_threat_model,has_audit,status,last_synced_at,rank,host_type,host_domain,name,scm,fork_policy,github_id,pull_requests_enabled,logo_url,github_contributions_count,keywords,code_of_conduct_url,contribution_guidelines_url,funding_urls,security_policy_url
muhrin/mincepy_sci,MincePy plugins for common scientific data types,False,2020-10-29T21:57:14.000Z,2025-04-15T18:05:56.762Z,2025-04-15T18:01:02.000Z,,642.0,2.0,Python,True,True,False,3,,1.0,develop,1.0,308459291,,LGPL-3.0,False,3,README.rst,,,LICENSE.txt,,,,,2025-04-15T18:05:56.761Z,4,GitHub,,mincepy_sci,git,,308459291,,,3,[],,,[],
livaschar/mofsynth,Python package for MOF synthesizability evaluation,False,2024-09-03T13:35:06.570Z,2025-07-24T16:04:22.949Z,2025-07-24T15:55:45.000Z,,378.0,1.0,Python,True,False,False,2,,0.0,main,1.0,746571322,,GPL-3.0,False,1,README.md,,,LICENSE,,,,,2025-07-24T15:22:06.249Z,4,GitHub,,mofsynth,git,,746571322,,,1,[],,,[],
kjappelbaum/oximachinerunner,An easy API for using oximachine.,False,2020-05-22T16:41:23.000Z,2021-02-19T04:34:55.617Z,2021-02-07T10:43:51.000Z,,42321.0,1.0,Python,True,True,False,2,,10.0,master,1.0,266160117,,MIT,False,5,README.md,CHANGELOG.md,,LICENSE,,,,,2021-02-19T04:34:55.609Z,5,GitHub,,,git,,266160117,,,5,[],,,[],
Baijianlu/AICON2,AICON2: A program for calculating transport properties quickly and accurately,False,2020-08-15T09:10:56.000Z,2021-10-29T13:53:33.523Z,2021-05-20T07:29:09.000Z,,14087.0,1.0,Python,True,True,False,3,,1.0,master,1.0,287713996,,GPL-3.0,False,2,README.md,,,LICENSE,,,,,2021-10-29T13:53:33.393Z,4,GitHub,,,git,,287713996,,,2,[],,,[],
ugognw/saturdays,,False,2025-01-23T08:32:03.699Z,2025-09-04T11:13:17.747Z,2025-01-31T22:12:14.000Z,https://ugognw.github.io/saturdays/,56.0,1.0,Python,True,True,True,0,,0.0,main,1.0,921044965,,BSD-3-Clause,False,1,README.md,,CONTRIBUTING.md,LICENSE.md,CODE_OF_CONDUCT.md,,,,2025-09-04T11:13:17.746Z,2,GitHub,,saturdays,git,,921044965,,,1,[],https://github.com/ugognw/saturdays/blob/main/CODE_OF_CONDUCT.md,https://github.com/ugognw/saturdays/blob/main/CONTRIBUTING.md,[],
boliqq07/cam3d,In Alpha version,False,2020-10-30T03:58:20.000Z,2021-03-13T03:27:29.741Z,2021-01-28T16:15:46.000Z,,8461.0,1.0,Python,True,True,False,0,,0.0,main,0.0,308520325,,BSD-3-Clause,False,1,README.md,,,LICENSE,,,,,2021-03-13T03:27:29.739Z,3,GitHub,,,git,,308520325,,,1,[],,,[],
San-WierPa/pyexafs,PyExafs is designed to facilitate the automated quality assessment of X-ray Absorption Fine Structure (XAFS) measurements.,False,2024-06-28T15:29:47.497Z,2024-06-28T18:13:26.133Z,2024-06-26T18:29:16.000Z,,353.0,1.0,Python,True,True,False,0,,0.0,main,1.0,820040875,,MIT,False,1,README.md,,,LICENSE,,,,,2024-06-28T18:13:26.132Z,3,GitHub,,pyexafs,git,,820040875,,,1,[],,,[],
JaminMartin/pyet-mc,Collection of routines for modelling the energy transfer processes in lanthanide doped materials. ,False,2024-08-27T02:55:41.762Z,2024-08-27T02:55:45.562Z,2024-08-27T02:52:04.000Z,,4870.0,1.0,Python,True,True,True,0,,2.0,main,2.0,661955540,,GPL-3.0,False,1,README.md,,,LICENSE,,,,,2024-08-27T02:55:45.562Z,3,GitHub,,pyet-mc,git,,661955540,,,1,"['lanthanides', 'physics', 'rare-earth-ions', 'rare-earths', 'spectroscopy']",,,[],
sparks-baird/AMDNet,Code base for AMDNet described in https://doi.org/10.1126/sciadv.abf1754,True,2022-01-10T14:22:33.000Z,2023-08-02T18:52:31.971Z,2022-01-11T17:26:48.000Z,,3874.0,1.0,Python,False,True,False,0,,0.0,main,1.0,446453852,S-Hauri/AMDNet,BSD-3-Clause,False,0,README.md,,,LICENSE,,,,,2023-08-02T18:52:31.964Z,3,GitHub,,,git,,446453852,,,0,[],,,[],
amkrajewski/pqam_RMSADTandoc2023,Lightweight fork of Tandoc's 2023 RMSAD model for HEAs for deployment compatible with ULTERA Database,True,2023-07-31T17:27:11.000Z,2024-06-18T15:34:02.969Z,2024-06-18T15:32:38.000Z,,89.0,1.0,Python,False,True,False,0,,0.0,main,1.0,673020491,tandocca/Lattice-Distortion,LGPL-3.0,False,0,README.md,,,LICENSE,,,,,2024-06-18T15:34:02.968Z,3,GitHub,,pqam_RMSADTandoc2023,git,,673020491,,,0,[],,,[],
HSE-LAMBDA/MEGNetSparse,"A library imlementing a graph neural network with sparse representation from Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of defects in 2D materials. npj Comput Mater 9, 113 (2023).",False,2023-07-19T08:17:42.000Z,2024-01-31T06:12:23.616Z,2023-08-21T17:11:34.000Z,,383.0,1.0,Python,False,False,False,0,,0.0,master,2.0,668186459,,MIT,False,2,README.md,,,LICENSE,,,,,2023-08-21T17:12:08.425Z,3,GitHub,,,git,,668186459,,,2,[],,,[],
leschultz/transfernet,Use pytorch to transfer learn data,False,2023-11-29T16:44:44.000Z,2024-04-18T14:59:01.175Z,2024-04-01T18:35:35.000Z,,62052.0,1.0,Python,True,True,False,0,,0.0,main,2.0,725202975,,MIT,False,1,README.md,,,LICENSE,,,,,2024-04-01T18:37:12.879Z,3,GitHub,,transfernet,git,,725202975,,,1,[],,,[],
sreeharshab/lieme,Li-ion Intercalation Electrode Materials Exploration using DFT-derived properties and ML.,False,2025-08-10T16:20:58.580Z,2025-08-28T07:05:03.898Z,2025-08-28T07:01:46.000Z,,13745.0,1.0,Python,True,True,False,0,,0.0,master,0.0,1035575590,,MIT,False,1,README.md,,,LICENSE,,,,,2025-08-28T07:05:03.897Z,3,GitHub,,lieme,git,,1035575590,,,1,[],,,[],
LMMorgan/PopOff,,False,2019-05-30T10:22:47.000Z,2021-05-19T15:17:29.000Z,2021-05-19T15:17:27.000Z,,813516.0,1.0,Python,True,True,False,1,,0.0,master,2.0,189393218,,MIT,False,4,README.md,,,LICENSE,,,,,2020-12-07T17:58:12.473Z,4,GitHub,,,git,,189393218,,,4,[],,,[],
m3-learning/Auto4DSTEM,,False,2024-08-28T20:48:03.533Z,2025-02-24T23:24:44.159Z,2025-02-22T01:55:07.000Z,,277163.0,1.0,Jupyter Notebook,True,True,True,1,,0.0,master,7.0,682132599,,BSD-3-Clause,False,4,README.rst,CHANGELOG.rst,docs/contributing.rst,LICENSE.txt,,,,,2025-01-24T19:24:02.260Z,4,GitHub,,Auto4DSTEM,git,,682132599,,,4,[],,https://github.com/m3-learning/Auto4DSTEM/blob/master/docs/contributing.rst,[],
mfherbst/asedftk,ASE-compatible calculator for DFTK,False,2020-03-18T19:15:45.000Z,2021-05-20T05:15:10.099Z,2021-05-20T05:14:00.000Z,https://docs.dftk.org,136.0,1.0,Julia,True,False,False,0,,2.0,master,1.0,248321498,,MIT,False,2,README.md,,,LICENSE,,,,,2021-05-20T05:15:10.096Z,5,GitHub,,,git,,248321498,,,2,"['python', 'simulation', 'julia', 'density-functional-theory', 'atomistic-simulations', 'electronic-structure', 'ase', 'dftk']",,,[],
AtomicTessellator/atomic_cli,CLI for Atomic Tessellator,False,2023-04-23T02:34:26.000Z,2025-08-15T22:18:17.064Z,2025-08-15T22:15:31.000Z,https://atomictessellator.com/,1365.0,1.0,Python,True,False,False,0,,1.0,staging,0.0,631435582,,MIT,False,3,README.md,,,LICENSE,,,,,2025-08-15T22:18:17.064Z,4,GitHub,,atomic_cli,git,,631435582,,,3,[],,,[],
dembart/ions,A small python library for handling ionic compounds,False,2023-11-20T19:24:11.000Z,2025-03-04T10:35:03.602Z,2025-03-04T10:34:05.000Z,,1852.0,1.0,Python,True,True,False,0,,0.0,main,1.0,721302868,,MIT,False,0,README.md,,,LICENSE,,,,,2025-03-04T10:35:03.601Z,4,GitHub,,ions,git,,721302868,,,0,[],,,[],
chenggroup/catflow,An analyzing tool for Deep Potential based chemical research.,False,2019-09-25T02:30:34.000Z,2024-04-11T11:38:05.800Z,2024-04-11T11:32:45.000Z,http://wiki.cheng-group.net/catflow/,21787.0,1.0,Python,True,True,True,1,,3.0,master,1.0,210738782,,Apache-2.0,False,3,README.md,,,LICENSE,,,,,2024-04-11T11:38:05.799Z,4,GitHub,,catflow,git,,210738782,,,3,[],,,[],
phillpot-group/vasp-scripts,Scripts to automate common operations with the Vienna Ab-initio Simulation Package.,False,2019-11-05T20:47:09.000Z,2021-02-19T10:34:37.748Z,2020-11-11T15:36:36.000Z,,1490.0,1.0,Python,True,True,False,0,,0.0,master,0.0,219847369,,MIT,False,1,README.md,CHANGELOG.md,,LICENSE,,,,,2021-02-19T10:34:37.744Z,4,GitHub,,,git,,219847369,,,1,"['computational-chemistry', 'dft', 'materials-science', 'vasp']",,,[],
mmonajem/pyccapt,Atom Probe Tomography software,False,2021-05-04T09:47:45.000Z,2025-01-22T12:31:04.423Z,2025-01-22T12:08:44.000Z,https://pyccapt.readthedocs.io/,1305704.0,0.0,Jupyter Notebook,True,True,False,0,,0.0,main,2.0,364209151,,GPL-3.0,False,3,README.md,CHANGELOG.txt,CONTRIBUTING.md,LICENSE,,,,,2025-01-22T12:31:04.422Z,5,GitHub,,pyccapt,git,,364209151,,,3,[],,https://github.com/mmonajem/pyccapt/blob/main/CONTRIBUTING.md,[],
ghlam14/vampgui,,False,2025-06-13T22:57:04.365Z,2025-06-17T21:48:03.039Z,2025-06-14T20:27:51.000Z,,1353.0,0.0,Python,True,True,False,0,,0.0,main,0.0,1001724445,,Other,False,1,README.md,,,License.txt,,,,,2025-06-17T21:48:03.038Z,3,GitHub,,vampgui,git,,1001724445,,,1,[],,,[],
d2r2group/MatFold,Package for systematic insights into materials discovery models’ performance through standardized chemical cross-validation protocols,False,2024-11-26T05:34:38.040Z,2024-11-26T05:38:09.956Z,2024-11-26T05:28:29.000Z,,446.0,0.0,Python,True,False,False,0,,0.0,main,1.0,795702088,,MIT,False,1,README.md,,,LICENSE.md,,,,,2024-11-26T05:38:09.955Z,3,GitHub,,MatFold,git,,795702088,,,1,[],,,[],
sheriftawfikabbas/diep,,False,2024-11-22T11:00:13.547Z,2024-11-22T11:33:07.648Z,2024-11-22T04:16:10.000Z,,16649.0,0.0,Python,True,True,False,0,,0.0,main,1.0,826666111,,BSD-3-Clause,False,1,README.md,changes.md,,LICENSE,,,,,2024-11-22T11:33:07.647Z,3,GitHub,,diep,git,,826666111,,,1,[],,,[],
hauck-as/radDefects,Framework to analyze properties of radiation-induced defects in semiconductor materials from first principles.,False,2024-06-25T15:56:34.304Z,2024-06-25T15:56:36.476Z,2024-06-25T15:40:48.000Z,,73.0,0.0,Python,True,True,False,0,,0.0,main,1.0,757515363,,MIT,False,1,README.md,,,LICENSE,,,,,2024-06-25T15:56:36.475Z,3,GitHub,,radDefects,git,,757515363,,,1,[],,,[],
rogeriog/pGNN,Featurizer that uses pretrained graph-neural networks to extract information from materials structures.,False,2024-10-26T00:53:00.865Z,2024-10-26T01:17:29.531Z,2024-10-25T23:28:30.000Z,,33914.0,0.0,Jupyter Notebook,True,True,False,0,,0.0,master,1.0,872611039,,MIT,False,1,README.md,,,LICENSE,,,,,2024-10-26T01:17:29.530Z,3,GitHub,,pGNN,git,,872611039,,,1,[],,,[],
MusannaGalib/AtomProNet,AtomProNet: Atomic Data Processing for Neural Network for materials science,False,2025-01-27T03:23:01.271Z,2025-01-27T03:23:04.247Z,2025-01-27T02:54:16.000Z,,4847.0,0.0,Python,True,False,False,0,,0.0,main,2.0,756148698,,MIT,False,1,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2025-01-27T03:23:04.246Z,3,GitHub,,AtomProNet,git,,756148698,,,1,[],https://github.com/MusannaGalib/AtomProNet/blob/main/CODE_OF_CONDUCT.md,,[],
bjmorgan/old-site-analysis,Tools for analysing molecular dynamics trajectories based on site occupations,False,2014-11-04T22:12:57.000Z,2025-09-01T17:47:42.343Z,2019-07-04T16:33:53.000Z,,487.0,0.0,Fortran,True,True,False,0,,0.0,master,2.0,26191127,,,False,1,README.md,,,,,,,,2025-09-01T17:47:42.342Z,2,GitHub,,old-site-analysis,git,,26191127,,,1,"['fortran', 'molecular-dynamics']",,,[],
lzxdn/OneScience,,False,2025-07-05T09:56:20.356Z,2025-07-05T10:17:13.843Z,2025-05-09T02:49:35.000Z,,0.0,0.0,,True,True,False,0,,0.0,main,1.0,980369916,,,False,0,,,,,,,,,2025-07-05T10:17:13.842Z,0,GitHub,,OneScience,git,,980369916,,,0,[],,,[],
fortizchi/aegon,AEGON: Atomic Environment for Global OptimizatioN,False,2025-06-10T00:54:01.116Z,2025-08-28T17:48:33.232Z,2025-06-09T19:36:39.000Z,,0.0,0.0,,True,True,False,0,,0.0,main,0.0,999131497,,,False,1,,,,,,,,Removed,2025-08-28T17:48:33.232Z,1,GitHub,,aegon,git,,999131497,,,1,[],,,[],
d2r2group/WF-RF-Model,Random Forest ML model to predict the work function of surfaces with physics-based descriptors,False,2024-11-26T05:40:59.041Z,2025-05-30T22:42:09.492Z,2025-05-30T22:24:18.000Z,,129.0,0.0,Python,True,False,False,0,,0.0,main,0.0,731741739,,MIT,False,1,README.md,,,,,,,,2024-11-26T05:42:55.545Z,2,GitHub,,WF-RF-Model,git,,731741739,,,1,[],,,[],
tcnicholas/topo-metrics,,False,2025-03-25T19:02:12.846Z,2025-03-29T14:00:21.956Z,2025-03-23T14:05:47.000Z,,784.0,0.0,Python,True,True,False,0,,0.0,main,1.0,946817171,,MIT,False,0,,,,,,,,,,2,GitHub,,topo-metrics,git,,946817171,,,0,[],,,[],
stupid-cloud/aesp,,False,2025-01-22T13:04:00.713Z,2025-01-22T13:04:02.668Z,2025-01-22T11:54:07.000Z,,1608.0,0.0,Python,True,True,False,0,,0.0,main,1.0,920420220,,MIT,False,1,README.md,,,LICENSE,,,,,2025-01-22T13:04:02.667Z,2,GitHub,,aesp,git,,920420220,,,1,[],,,[],
romerogroup/ElasTensor,Python package to calculate second and third-order elastic constants from Density Functional Theory,False,2025-01-09T04:34:25.055Z,2025-07-07T09:19:03.599Z,2025-04-02T16:49:09.000Z,,78.0,0.0,Python,True,True,False,0,,0.0,master,5.0,913436693,,MIT,False,3,README.md,CHANGELOG.md,,LICENSE,,,,,2025-02-14T19:29:02.829Z,3,GitHub,,ElasTensor,git,,913436693,,,3,[],,,[],
KemalOenen/decomposing-vibrations,"A Decomposition scheme for the force constants and frequencies of molecular vibrations, which can be used to quantify the vibrational problem for larger systems.",False,2024-10-12T09:32:16.193Z,2024-10-12T09:32:35.806Z,2024-10-12T09:30:59.000Z,,137070.0,0.0,Python,True,True,True,0,,0.0,main,1.0,423386346,,MIT,False,2,README.md,,,LICENSE,,,,,2024-10-12T09:32:35.805Z,2,GitHub,,decomposing-vibrations,git,,423386346,,,2,[],,,[],
MehmetTopsakal/easyXRD,,False,2025-04-20T21:49:01.821Z,2025-05-01T16:26:18.173Z,2025-05-01T16:24:59.000Z,,312215.0,0.0,Python,True,False,False,0,,0.0,main,1.0,783900755,,GPL-3.0,False,1,README.md,,,LICENSE,,,,,2025-05-01T16:26:18.172Z,3,GitHub,,easyXRD,git,,783900755,,,1,[],,,[],
romerogroup/MatGraphDB,,False,2025-01-11T19:56:01.611Z,2025-07-07T09:19:01.839Z,2025-06-02T15:34:18.000Z,,136617.0,0.0,Python,True,False,True,0,,1.0,main,5.0,865568019,,MIT,False,2,README.md,CHANGELOG.md,,LICENSE,,,,,2025-02-08T18:53:02.814Z,3,GitHub,,MatGraphDB,git,,865568019,,,2,[],,https://github.com/romerogroup/MatGraphDB/blob/main/CONTRIBUTING.md,[],
chrisjsewell/ipyatom,a package primarily for interfacing ase/pymatgen with ipyvolume/matplotlib,False,2018-04-21T07:23:20.000Z,2018-04-21T13:08:35.656Z,2018-04-21T10:57:54.000Z,,241.0,0.0,Python,True,True,False,0,,0.0,master,1.0,130450335,,MIT,False,1,README.md,,,LICENSE,,,,,2018-04-21T13:08:35.187Z,3,GitHub,,,git,,130450335,,,1,[],,,[],
livaschar/mofsynth_qm,Python package for MOF synthesizability evaluation,False,2025-07-24T15:36:03.193Z,2025-07-24T15:36:10.369Z,2025-07-24T14:55:55.000Z,,405.0,0.0,Python,True,True,False,0,,0.0,main,0.0,1025589944,,GPL-3.0,False,1,README.md,,,LICENSE,,,,,2025-07-24T15:36:09.984Z,3,GitHub,,mofsynth_qm,git,,1025589944,,,1,[],,,[],
debangshu-mukherjee/rheedium,a JAX based package for differentiable RHEED simulations and reconstructions.,False,2024-12-23T19:12:05.717Z,2025-08-22T18:23:06.822Z,2025-08-21T22:16:26.000Z,,748.0,0.0,Python,True,True,True,0,,1.0,main,1.0,905898491,,MIT,False,1,README.md,,CONTRIBUTING.md,LICENSE,,,,,2025-08-20T22:50:04.578Z,4,GitHub,,rheedium,git,,905898491,,,1,"['electron-diffraction', 'jax', 'rheed']",,https://github.com/debangshu-mukherjee/rheedium/blob/main/CONTRIBUTING.md,[],
AlexiLJ/CIFretriver,This python app retrieves data from the Materialproject API ,False,2021-02-13T21:07:53.000Z,2021-10-04T18:38:04.654Z,2021-10-01T14:20:58.000Z,,2480.0,0.0,Python,True,True,False,0,,0.0,main,1.0,338670015,,GPL-3.0,False,1,README.md,,,LICENSE,,,,,2021-10-04T18:38:04.652Z,4,GitHub,,,git,,338670015,,,1,[],,,[],
kevinwhitham/perovskite_intercalation,Build intercalated 2D perovskite crystal models for computational materials science research.,False,2021-07-09T19:26:47.000Z,2022-05-18T16:49:05.018Z,2022-05-17T16:51:50.000Z,,47.0,0.0,Python,True,True,False,0,,0.0,master,1.0,384532624,,GPL-3.0,False,0,README.md,,,LICENSE.md,,,,,2022-05-18T16:49:04.894Z,4,GitHub,,,git,,384532624,,,0,[],,,[],
bjmorgan/polyhedral-analysis,,False,2018-03-20T10:01:32.000Z,2020-12-18T13:14:18.631Z,2020-12-17T15:30:24.000Z,,1795.0,0.0,Python,True,True,False,2,,1.0,master,1.0,125997201,,MIT,False,1,README.md,,,LICENSE,,,,,2020-12-18T13:14:18.615Z,4,GitHub,,,git,,125997201,,,1,[],,,[],
isaac-perez7053/GrooveMat,Get those atoms moving!,False,2025-05-06T00:18:57.375Z,2025-05-06T08:12:53.693Z,2025-05-06T08:11:35.000Z,,2237.0,0.0,Python,True,False,False,1,,0.0,main,1.0,975712641,,Other,False,4,README.md,,,LICENSE,,,,,2025-05-06T08:12:53.693Z,4,GitHub,,GrooveMat,git,,975712641,,,4,[],,,[],
alexey-krasnov/BandGap-ml,Project for predicting band gaps of inorganic materials by using ML models.,False,2025-03-13T19:47:01.809Z,2025-04-01T11:49:39.020Z,2025-04-01T11:41:30.000Z,https://bandgap-ml.vercel.app,92337.0,0.0,Python,True,False,False,0,,0.0,master,1.0,912458939,,MIT,False,1,README.md,,,LICENSE.md,,,,,2025-04-01T11:49:39.019Z,4,GitHub,,BandGap-ml,git,,912458939,,,1,[],,,[],
atomgptlab/jarvis-tools,ARVIS-Tools: an open-source software package for data-driven atomistic materials design. Publications: https://scholar.google.com/citations?user=3w6ej94AAAAJ,False,2025-06-24T13:36:01.619Z,2025-06-24T13:36:21.789Z,2025-06-24T13:29:37.000Z,https://atomgptlab.github.io/jarvis-tools/,241968.0,0.0,Python,True,False,True,0,,0.0,master,0.0,1007243941,,,False,10,README.md,,,,CODE_OF_CONDUCT.md,,,,2025-06-24T13:36:21.789Z,6,GitHub,,jarvis-tools,git,,1007243941,,,10,"['ai', 'atomistic-simulations', 'dft', 'md']",https://github.com/atomgptlab/jarvis-tools/blob/master/CODE_OF_CONDUCT.md,,[],
Tosykie/CrySPR,A Python interface for crystal structure pre-relaxation and prediction using machine-learning inter-atomic potentials and optimization algorithm.,False,2024-05-05T22:23:00.524Z,2024-05-08T11:25:22.195Z,2024-05-08T11:22:32.000Z,,120.0,0.0,Python,True,False,False,0,,1.0,main,2.0,789470225,,MIT,False,1,README.md,,,LICENSE,,,,,2024-05-08T11:25:22.194Z,3,GitHub,,CrySPR,git,,789470225,,,1,[],,,[],
marko-petkovic/porran,,False,2024-03-18T14:13:45.000Z,2024-09-12T20:14:05.466Z,2024-05-31T09:15:26.000Z,,120.0,0.0,Python,True,True,False,0,,0.0,master,1.0,773854597,,MIT,False,2,README.md,,,LICENSE,,,,,2024-09-12T20:14:05.465Z,3,GitHub,,porran,git,,773854597,,,2,[],,,[],
hytwakai/rsspolymlp,A framework for random structure search using polynomial MLPs,False,2025-05-25T04:14:49.337Z,2025-09-04T12:36:17.618Z,2025-09-04T12:34:37.000Z,,37597.0,0.0,Python,True,True,True,1,,0.0,develop,1.0,945439057,,MIT,False,1,README.md,,,LICENSE,,,,,2025-09-04T12:36:17.617Z,3,GitHub,,rsspolymlp,git,,945439057,,,1,"['computational-physics', 'material-science', 'materials-informatics', 'physics']",,,[],
ovillegasb/ToBaCco,Topological MOF generator by molecular block alignment. This version has as starting point the tobacco_3.0 (https://github.com/tobacco-mofs/tobacco_3.0) version.,False,2024-10-16T13:54:22.330Z,2024-10-16T14:10:14.114Z,2024-10-16T14:08:22.000Z,,706.0,0.0,Python,True,True,False,0,,0.0,master,1.0,873599135,,GPL-3.0,False,1,README.md,,,LICENSE,,,,,2024-10-16T14:10:14.027Z,3,GitHub,,ToBaCco,git,,873599135,,,1,[],,,[],
kmlefran/aiida-aimall,,False,2023-08-23T20:09:23.000Z,2025-07-15T03:49:36.890Z,2025-07-14T17:48:55.000Z,,8583.0,0.0,Python,True,False,False,0,,0.0,main,2.0,682270347,,MIT,False,1,README.md,,,LICENSE,,,,,2024-09-12T13:18:02.930Z,3,GitHub,,aiida-aimall,git,,682270347,,,1,[],https://github.com/kmlefran/aiida-aimall/blob/main/CODE_OF_CONDUCT.md,https://github.com/kmlefran/aiida-aimall/blob/main/CONTRIBUTING.md,[],
tyvanzou/spbnet,,False,2024-04-03T08:39:00.629Z,2024-07-17T17:45:02.171Z,2024-07-17T17:37:28.000Z,,14425.0,0.0,C++,True,True,True,0,,0.0,main,1.0,777651316,,MIT,False,1,README.md,,,LICENSE.txt,,,,,2024-07-17T17:45:02.170Z,3,GitHub,,spbnet,git,,777651316,,,1,[],,,[],
emotionor/ecif,Extend Crystallographic Information File,False,2024-04-09T08:55:00.489Z,2024-09-09T03:17:03.087Z,2024-04-11T06:17:06.000Z,,105.0,0.0,Python,True,True,False,0,,0.0,main,1.0,784033724,,MIT,False,1,README.md,,,LICENSE,,,,,2024-09-09T03:17:03.086Z,3,GitHub,,ecif,git,,784033724,,,1,[],,,[],
coudertlab/CoRE-MOF,CoRE-MOF as a Python package,False,2024-03-31T13:38:00.856Z,2024-03-31T13:38:03.697Z,2024-03-31T13:36:08.000Z,,44074.0,0.0,Python,True,False,False,0,,0.0,main,1.0,777646732,,MIT,False,1,README.md,,,LICENSE,,,,,2024-03-31T13:38:03.696Z,3,GitHub,,CoRE-MOF,git,,777646732,,,1,[],,,[],
roodry67/piro,Pytorch extension,False,2018-11-08T14:35:54.000Z,2021-06-16T18:45:00.625Z,2018-11-15T15:06:52.000Z,,9.0,0.0,Python,True,True,False,0,,0.0,master,1.0,156719954,,MIT,False,1,README.md,,,LICENSE,,,,Removed,2021-06-11T07:50:17.606Z,0,GitHub,,,git,,156719954,,,1,[],,,[],
zeleznyj/linear-response-symmetry,,False,2015-01-04T15:46:54.462Z,2025-05-13T07:04:10.242Z,,,4302.0,,Python,True,True,,0,,,master,,{aab203be-be16-4c1b-a209-01d25a787d0a},,,False,0,,,,,,,,,2025-05-13T07:04:10.241Z,1,Bitbucket,,Linear response symmetry,git,allow_forks,{aab203be-be16-4c1b-a209-01d25a787d0a},true,,0,[],,,[],
